,classes,cap-shape,cap-surface,cap-color,odor,gill-attachment,gill-spacing,stalk-shape,veil-color,ring-number,population,latitude,longitude
2404,0,3,2,3,2.7,2,-1,1,2,1,4.0,57.396537,-98.43189664
2405,0,2,2,0,-10.37,2,-1,1,2,1,4.0,57.27802962,-98.33229175
2406,0,2,2,7,-2.31,2,-1,1,2,1,2.0,57.26353449,-97.6199202
2407,0,2,0,7,-3.1,2,-1,1,2,1,3.0,57.50507496,-99.41319732
2408,0,2,2,7,-3.67,2,-1,1,2,1,-7.0,57.35427608,-96.79501107
2409,0,3,0,3,-1.22,2,-1,1,2,1,2.0,57.79134316,-97.47413741
2410,0,2,0,3,1.5,2,-1,1,2,1,6.0,57.40594525,-97.73242081
2411,0,3,0,0,-8.24,2,-1,1,2,1,11.0,57.25602405,-97.2887271
2412,0,2,2,0,4.2,2,-1,1,2,1,6.0,57.90658975,-97.42191761
2413,0,2,2,3,5.89,2,-1,1,2,1,3.0,57.72267779,-96.12593783
2414,0,2,0,3,-3.34,2,-1,1,2,1,1.0,57.41761382,-97.24338125
2415,0,2,2,0,6.59,2,-1,1,2,1,0.0,57.43517354,-96.47150494
2416,0,3,0,0,-4.32,2,-1,1,2,1,-1.0,57.50062636,-97.70069812
2417,0,2,2,0,-3.33,2,-1,1,2,1,2.0,57.37505251,-97.63639219
2418,0,2,2,0,1.27,2,-1,1,2,1,5.0,57.60448243,-100.5076568
2419,0,3,0,0,2.2,2,-1,1,2,1,-6.0,57.24784476,-99.38336087
2420,0,2,0,0,0.04,2,-1,1,2,1,0.0,57.57300699,-98.00051579
2421,0,2,0,0,-5.99,2,-1,1,2,1,1.0,57.27035305,-100.1562197
2422,0,2,2,0,1.57,2,-1,1,2,1,4.0,57.67113873,-97.77145235
2423,0,3,0,3,-2.95,2,-1,1,2,1,-4.0,57.28422275,-98.44779965
2424,0,2,0,7,2.31,2,-1,1,2,1,-7.0,57.80012435,-95.90514802
2425,0,3,0,0,-3.57,2,-1,1,2,1,-3.0,57.83077418,-96.59062292
2426,1,2,3,5,3.91,2,-1,0,2,1,3.0,56.90379804,-99.06964639
2427,0,2,0,7,5.21,2,-1,1,2,1,6.0,57.89712591,-97.58221878
2428,0,3,0,0,4.94,2,-1,1,2,1,7.0,57.39610257,-95.63850604
2429,0,2,0,0,0.08,2,-1,1,2,1,8.0,57.78856014,-97.03407581
2430,0,3,0,7,3.18,2,-1,1,2,1,3.0,57.51878576,-98.71507208
2431,0,2,2,7,-0.48,2,-1,1,2,1,-9.0,57.47580668,-97.67427336
2432,0,2,0,3,-8.94,2,-1,1,2,1,-1.0,58.1184201,-97.38285626
2433,0,2,0,3,-3.01,2,-1,1,2,1,1.0,57.57210898,-97.73487224
2434,0,2,0,3,3.72,2,-1,1,2,1,5.0,57.35626492,-98.67610663
2435,0,2,0,3,-0.52,2,-1,1,2,1,6.0,57.17142556,-98.86737598
2436,0,3,0,3,3.7,2,-1,1,2,1,5.0,57.51465608,-96.85949902
2437,0,2,0,7,4.46,2,-1,1,2,1,6.0,57.82567983,-97.9748359
2438,0,3,2,0,6.58,2,-1,1,2,1,-1.0,57.57499395,-99.08340138
2439,0,3,2,0,-6.97,2,-1,1,2,1,-7.0,57.27324153,-97.02892058
2440,0,2,2,3,-1.43,2,-1,1,2,1,1.0,57.77273506,-98.45175831
2441,0,2,2,3,1.8,2,-1,1,2,1,1.0,57.84130626,-97.76028538
2442,0,2,0,3,-9.14,2,-1,1,2,1,-2.0,57.32148277,-98.65945332
2443,1,2,0,3,4.42,2,-1,0,2,1,-2.0,57.37963867,-97.85194928
2444,0,2,2,0,0.45,2,-1,1,2,1,5.0,57.54728043,-98.39606682
2445,0,2,2,7,-2.53,2,-1,1,2,1,0.0,57.75047355,-96.95672448
2446,0,2,0,0,-1.15,2,-1,1,2,1,0.0,57.3522737,-97.54188364
2447,0,3,0,0,7.14,2,-1,1,2,1,2.0,57.63850216,-99.29774789
2448,0,3,0,0,3.48,2,-1,1,2,1,7.0,57.64433249,-97.97846857
2449,0,3,0,3,1.68,2,-1,1,2,1,1.0,57.70383845,-100.1897974
2450,0,3,0,3,-4.39,2,-1,1,2,1,-4.0,57.51569034,-98.12007843
2451,0,2,2,3,-2.79,2,-1,1,2,1,6.0,57.4160265,-96.45168273
2452,0,2,0,0,-11.05,2,0,1,2,1,25.0,57.52047376,-97.61411375
2453,0,2,2,3,-8.37,2,-1,1,2,1,-2.0,57.30655625,-97.11963925
2454,0,2,0,7,1.16,2,-1,1,2,1,-8.0,57.60947271,-98.93728204
2455,0,3,0,0,-4.49,2,-1,1,2,1,2.0,58.01403383,-97.23955861
2456,0,2,2,7,-2.26,2,-1,1,2,1,2.0,57.69973684,-99.68033638
2457,0,2,0,3,7.01,2,-1,1,2,1,6.0,58.11714194,-98.24253067
2458,0,2,0,0,-0.79,2,-1,1,2,1,-2.0,57.76990968,-98.0209563
2459,0,2,2,7,-8.56,2,-1,1,2,1,9.0,58.11606798,-98.53582308
2460,0,2,0,0,-5.87,2,-1,1,2,1,-3.0,57.48201612,-95.38903034
2461,0,3,0,3,4.89,2,-1,1,2,1,0.0,57.15767635,-99.65042174
2462,0,2,2,3,8.18,2,-1,1,2,1,-6.0,57.48101676,-98.57986112
2463,0,2,2,3,2.38,2,-1,1,2,1,9.0,57.23780517,-98.4645178
2464,0,3,0,0,-1.45,2,-1,1,2,1,-1.0,57.17739603,-98.1286743
2465,0,2,0,3,3.09,2,-1,1,2,1,-4.0,57.86146988,-98.29787769
2466,0,3,0,0,-2.24,2,-1,1,2,1,9.0,57.37582543,-97.24950448
2467,0,2,2,7,2.18,2,-1,1,2,1,4.0,57.48082332,-96.54105745
2468,0,2,0,0,2.45,2,-1,1,2,1,2.0,10.0,-100.425408
2469,0,2,2,3,-1.28,2,-1,1,2,1,1.0,57.49862408,-99.65602722
2470,0,3,0,3,2.4,2,-1,1,2,1,1.0,57.42620481,-97.762747
2471,0,2,0,3,1.7,2,-1,1,2,1,8.0,57.38826468,-96.27299221
2472,0,2,0,0,-5.85,2,-1,1,2,1,5.0,57.40439794,-97.27975909
2473,0,2,2,3,5.56,2,-1,1,2,1,1.0,57.5982543,-99.67736266
2474,0,2,2,3,4.72,2,-1,1,2,1,1.0,57.60406853,-99.4037777
2475,0,2,2,7,1.81,2,-1,1,2,1,5.0,57.40077919,-97.92767638
2476,0,2,2,0,-0.91,2,-1,1,2,1,-1.0,57.05553314,-97.81327091
2477,0,2,2,3,-2.72,2,-1,1,2,1,-2.0,57.47007149,-96.87355206
2478,1,3,2,0,-7.08,2,-1,0,2,1,1.0,57.97471835,-97.82300678
2479,0,2,3,3,3.89,2,0,1,2,1,9.0,57.86074183,-97.69363261
2480,0,2,0,3,-1.24,2,-1,1,2,1,1.0,57.31745076,-98.3651517
2481,0,2,0,7,-1.17,2,-1,1,2,1,-1.0,57.56045167,-100.1865984
2482,1,2,3,5,2.5,2,0,0,2,1,12.0,57.224618,-97.00846581
2483,0,2,2,0,1.11,2,-1,1,2,1,-2.0,57.90682736,-97.40923972
2484,0,2,0,7,-7.1,2,-1,1,2,1,7.0,57.08264416,-97.54713885
2485,0,2,2,0,-3.35,2,-1,1,2,1,12.0,57.52627759,-98.67960374
2486,0,2,2,7,4.99,2,-1,1,2,1,5.0,57.75179208,-97.8794541
2487,0,2,3,8,-3.22,2,0,1,2,1,8.0,57.55498103,-97.17520941
2488,0,3,0,3,4.39,2,-1,1,2,1,7.0,57.5355915,-99.01062528
2489,0,2,2,3,5.48,2,-1,1,2,1,2.0,57.13130257,-96.53243521
2490,0,2,2,3,-3.17,2,-1,1,2,1,0.0,57.52560674,-97.65739525
2491,0,2,0,7,3.28,2,-1,1,2,1,5.0,57.91932707,-96.60793387
2492,0,2,2,3,0.92,2,-1,1,2,1,2.0,58.06659397,-97.04087423
2493,0,2,2,3,-0.39,2,-1,1,2,1,2.0,57.3671847,-98.60061124
2494,0,2,0,7,-7.49,2,-1,1,2,1,-4.0,57.43683794,-97.54149554
2495,1,3,2,8,0.91,2,-1,0,2,1,3.0,57.79145502,-98.90392022
2496,0,3,0,0,2.07,2,-1,1,2,1,4.0,57.17966757,-98.78314728
2497,0,2,0,7,-0.92,2,-1,1,2,1,5.0,57.28615728,-98.5285362
2498,0,2,0,7,0.4,2,-1,1,2,1,8.0,57.02241795,-97.24277186
2499,0,2,2,3,0.97,2,-1,1,2,1,-1.0,57.50588623,-97.10755552
2500,0,3,3,8,-2.57,2,0,1,2,1,3.0,57.64901397,-97.54433836
2501,0,2,0,0,-7.4,2,0,1,2,1,26.0,57.90067892,-97.21574502
2502,0,2,0,0,2.87,2,-1,1,2,1,4.0,57.89512092,-96.44561357
2503,0,3,0,0,-2.71,2,-1,1,2,1,9.0,57.3423624,-98.71995289
2504,0,2,2,7,-3.66,2,-1,1,2,1,0.0,57.66331327,-97.77797707
2505,0,2,2,7,-2.91,2,-1,1,2,1,4.54,57.3397051,-96.37798658
2506,0,2,2,7,-5.15,2,-1,1,2,1,-1.0,57.47118762,-97.93498351
2507,0,3,0,0,0.12,2,-1,1,2,1,-1.0,57.70572261,-99.22085471
2508,0,2,0,3,-0.11,2,-1,1,2,1,4.0,57.95900268,-97.2875702
2509,0,3,0,0,0.2,2,-1,1,2,1,4.0,57.22322961,-98.12743422
2510,0,3,0,7,5.86,2,-1,1,2,1,-5.0,57.15780631,-98.27167324
2511,0,2,2,7,-4.79,2,-1,1,2,1,7.0,57.67099803,-97.3027323
2512,1,2,3,8,5.81,2,0,0,2,1,3.0,57.85293394,-98.62146621
2513,0,3,0,0,1.44,2,-1,1,2,1,2.0,57.78285949,-98.1188807
2514,0,3,0,3,3.77,2,-1,1,2,1,0.0,57.5364654,-98.48319104
2515,0,3,0,0,7.48,2,-1,1,2,1,10.0,57.37886067,-99.66196187
2516,0,2,2,0,0.56,2,-1,1,2,1,4.0,57.78788609,-97.61187543
2517,0,2,0,7,1.59,2,-1,1,2,1,6.0,57.38824173,-97.7074936
2518,0,3,3,8,4.13,2,0,1,2,1,9.0,57.4855611,-97.97676395
2519,0,2,2,3,0.71,2,-1,1,2,1,-5.0,57.08138932,-98.80827215
2520,0,2,0,7,-1.92,2,-1,1,2,1,2.0,57.62925579,-97.33386966
2521,0,3,0,0,3.61,2,-1,1,2,1,8.0,57.28865137,-98.74836011
2522,0,3,0,0,1.17,2,-1,1,2,1,4.0,57.46647344,-98.22973575
2523,0,2,2,0,-0.01,2,-1,1,2,1,-4.0,57.07745346,-98.61258053
2524,0,2,2,3,-7.14,2,-1,1,2,1,1.0,57.01068856,-98.67899112
2525,0,2,2,0,4.36,2,-1,1,2,1,4.0,57.55268097,-97.58409905
2526,0,2,0,3,5.12,2,-1,1,2,1,-4.0,57.62708593,-98.35137372
2527,0,2,2,0,-3.51,2,-1,1,2,1,2.0,57.39635296,-98.6085576
2528,0,2,2,0,4.1,2,-1,1,2,1,-2.0,57.49660332,-99.38052975
2529,0,3,0,0,2.79,2,-1,1,2,1,2.0,57.66448923,-98.01457597
2530,0,2,2,3,0.2,2,-1,1,2,1,6.0,57.59285336,-97.58885174
2531,0,2,2,7,3.59,2,-1,1,2,1,0.0,57.77323328,-99.49428393
2532,0,2,2,0,-6.11,2,-1,1,2,1,7.0,57.86779525,-98.07278678
2533,1,2,0,3,-0.18,2,-1,0,2,1,2.0,57.32506103,-98.44762195
2534,0,3,0,3,6.07,2,-1,1,2,1,10.0,57.74222161,-96.51897168
2535,0,2,2,7,-4.04,2,-1,1,2,1,2.0,57.39849263,-100.1595931
2536,1,2,0,3,5.1,2,-1,0,2,1,-3.0,57.99325297,-99.51093499
2537,0,2,2,7,2.43,2,-1,1,2,1,1.0,57.60722446,-97.33109384
2538,0,2,0,7,-4.41,2,-1,1,2,1,-3.0,57.40433142,-98.50186169
2539,1,2,0,3,-1.18,2,-1,0,2,1,1.0,57.72688578,-97.92011483
2540,1,2,0,5,2.19,2,0,0,2,1,1.0,57.86022888,-98.74458562
2541,0,2,0,3,-2.27,2,-1,1,2,1,3.0,57.83684939,-99.15201438
2542,0,3,0,3,2.58,2,-1,1,2,1,6.0,57.32326091,-100.8255515
2543,0,2,0,3,1.27,2,-1,1,2,1,3.0,57.28027238,-98.4346692
2544,0,2,2,3,5.64,2,-1,1,2,1,3.0,57.72411962,-97.97772689
2545,0,2,2,3,1.49,2,-1,1,2,1,-3.0,57.88396537,-98.29392012
2546,0,3,0,3,-1.56,2,-1,1,2,1,0.0,57.72636174,-99.1052678
2547,0,2,0,3,2.3,2,-1,1,2,1,0.0,57.5895358,-98.3070544
2548,0,2,0,7,0.6,2,-1,1,2,1,4.0,57.28137668,-98.01554081
2549,0,2,0,0,-0.35,2,-1,1,2,1,1.0,57.0801872,-99.15824426
2550,0,2,2,0,-1.93,2,-1,1,2,1,7.0,57.41929396,-95.66436277
2551,0,3,0,0,-0.28,2,-1,1,2,1,0.0,57.69819919,-98.90192975
2552,0,3,0,0,-3.36,2,-1,1,2,1,0.0,57.04901327,-96.81821569
2553,0,3,0,3,-0.78,2,-1,1,2,1,2.0,57.40702049,-96.6646863
2554,0,2,0,3,0.35,2,-1,1,2,1,-1.0,57.29698842,-99.27356145
2555,0,2,2,0,-3.07,2,-1,1,2,1,4.0,57.43099096,-98.68978716
2556,0,2,2,7,1.13,2,-1,1,2,1,1.0,57.34557419,-98.18827093
2557,0,3,0,0,1.18,2,-1,1,2,1,1.0,57.40205009,-99.86919563
2558,0,2,2,3,3.72,2,-1,1,2,1,3.0,57.65307356,-96.90159368
2559,0,2,2,0,5.87,2,-1,1,2,1,6.0,57.5802714,-96.93659955
2560,1,2,0,8,2.98,2,-1,0,2,1,-2.0,57.70309078,-99.32165049
2561,0,3,0,0,0.52,2,-1,1,2,1,0.0,57.15270319,-95.62974747
2562,0,2,2,7,-2.73,2,-1,1,2,1,4.0,57.44180889,-99.48453817
2563,0,2,2,0,-7.17,2,-1,1,2,1,4.0,57.60527318,-97.99280169
2564,0,3,0,3,3.06,2,-1,1,2,1,6.0,57.78523775,-97.97737045
2565,0,2,0,7,4.31,2,-1,1,2,1,0.0,57.75181263,-98.32682069
2566,1,2,0,3,6.07,2,-1,0,2,1,1.0,57.63452004,-97.01884104
2567,0,2,2,7,1.07,2,-1,1,2,1,1.0,57.71966583,-98.4756006
2568,0,3,0,3,-1.17,2,-1,1,2,1,1.0,58.03722698,-97.5144258
2569,0,3,2,7,6.37,2,-1,1,2,1,1.0,57.66358358,-97.80713545
2570,0,2,0,7,0.53,2,-1,1,2,1,1.0,57.1099091,-98.2824304
2571,1,2,0,3,2.71,2,-1,0,2,1,-1.0,57.70925398,-97.74544694
2572,0,2,2,0,-2.52,2,-1,1,2,1,0.0,57.93949141,-97.09320331
2573,0,2,2,0,-1.58,2,-1,1,2,1,-2.0,57.28967154,-97.78534375
2574,0,2,2,0,-4.65,2,-1,1,2,1,4.0,57.54701066,-97.01550297
2575,0,2,2,0,0.92,2,-1,1,2,1,3.0,57.52286863,-97.32102701
2576,0,2,2,3,1.59,2,-1,1,2,1,6.0,57.60457852,-97.48215487
2577,0,2,2,0,5.1,2,-1,1,2,1,-2.0,57.51408952,-97.55562828
2578,0,2,0,3,-0.02,2,-1,1,2,1,3.0,57.59948808,-97.99683022
2579,0,2,2,7,-0.73,2,-1,1,2,1,-1.0,56.96150543,-97.69212282
2580,0,2,2,7,2.66,2,-1,1,2,1,6.0,57.30327415,-98.4399901
2581,0,2,2,3,-6.9,2,-1,1,2,1,4.0,57.84847874,-98.32123414
2582,0,3,0,7,0.74,2,-1,1,2,1,-2.0,57.84011903,-96.86875228
2583,0,3,0,0,-4.51,2,-1,1,2,1,1.0,57.89407499,-98.61742014
2584,0,3,0,0,3.79,2,-1,1,2,1,5.0,57.30289324,-96.03990308
2585,0,2,2,3,1.85,2,-1,1,2,1,5.0,57.35237716,-98.22978647
2586,0,2,2,3,-1.8,2,-1,1,2,1,1.0,57.57145182,-96.47895444
2587,0,2,0,7,2.13,2,-1,1,2,1,-10.0,57.41507038,-99.32375917
2588,0,3,0,0,-1.39,2,-1,1,2,1,3.0,57.43590589,-99.48371955
2589,0,3,0,0,-3.7,2,-1,1,2,1,5.0,57.75598485,-98.87613955
2590,0,2,2,7,-4.96,2,-1,1,2,1,-2.0,57.49985254,-98.22417233
2591,0,2,2,0,-3.0,2,-1,1,2,1,5.0,57.68600227,-97.87563552
2592,0,3,0,0,1.21,2,-1,1,2,1,2.0,57.81427487,-98.91689242
2593,0,3,0,0,-2.6,2,-1,1,2,1,-1.0,57.35384109,-98.12300719
2594,1,2,0,3,1.23,2,-1,0,2,1,0.0,57.79436037,-98.09821327
2595,0,2,0,3,2.96,2,-1,1,2,1,-5.0,57.60565355,-98.51746566
2596,0,2,2,0,-1.6,2,-1,1,2,1,3.0,57.75393753,-99.01014692
2597,0,2,0,3,-1.74,2,-1,1,2,1,2.0,57.63271008,-99.4673963
2598,0,2,0,3,-1.18,2,-1,1,2,1,-4.0,57.49538743,-97.55273526
2599,0,2,2,3,-0.55,2,-1,1,2,1,4.0,57.34825297,-98.68715482
2600,0,3,0,0,2.59,2,-1,1,2,1,-1.0,57.47656354,-96.97985725
2601,0,3,0,3,1.52,2,-1,1,2,1,-1.0,57.84122661,-97.47359098
2602,0,2,2,0,0.01,2,-1,1,2,1,0.0,57.57820069,-98.13404389
2603,0,2,0,7,5.03,2,-1,1,2,1,-2.0,57.3021112,-95.42885647
2604,0,3,0,0,-6.31,2,-1,1,2,1,2.0,57.42485199,-98.03045551
2605,1,2,0,3,10.12,2,-1,0,2,1,3.0,57.52402297,-99.09041332
2606,0,2,0,7,0.24,2,-1,1,2,1,2.0,57.53189734,-95.9214448
2607,0,3,0,0,10.1,2,-1,1,2,1,3.0,57.43073093,-96.78009805
2608,0,2,0,7,2.88,2,-1,1,2,1,4.0,57.62105029,-98.70903376
2609,0,2,0,7,-5.9,2,-1,1,2,1,0.0,57.4145371,-97.4887471
2610,0,2,2,7,-1.24,2,-1,1,2,1,5.0,57.52672143,-97.01667873
2611,0,3,2,3,-4.26,2,-1,1,2,1,0.0,57.16070579,-98.40457593
2612,0,3,0,0,4.99,2,-1,1,2,1,-2.0,57.60997068,-96.79371471
2613,0,2,0,3,0.35,2,-1,1,2,1,0.0,57.81742907,-100.4404031
2614,0,3,0,3,2.35,2,-1,1,2,1,7.0,57.2836785,-97.9148047
2615,0,2,2,0,1.59,2,-1,1,2,1,5.0,57.53303532,-98.00958419
2616,0,2,2,3,2.47,2,-1,1,2,1,-8.0,57.52365935,-98.18260469
2617,0,2,2,3,3.51,2,-1,1,2,1,-3.0,57.21222935,-98.91978623
2618,0,2,0,0,3.63,2,-1,1,2,1,-1.0,57.65725257,-98.17161657
2619,0,2,2,7,4.16,2,-1,1,2,1,4.0,57.57961092,-99.22121432
2620,0,3,0,0,1.24,2,-1,1,2,1,3.0,57.91052922,-98.11100619
2621,0,2,2,7,-8.61,2,-1,1,2,1,9.0,57.69131934,-98.93027466
2622,0,2,0,0,5.52,2,-1,1,2,1,7.0,57.37466632,-99.03700833
2623,0,3,0,0,5.09,2,-1,1,2,1,5.0,57.70344446,-97.95342669
2624,0,2,2,7,2.71,2,-1,1,2,1,3.0,57.37450787,-96.8225043
2625,0,2,0,3,0.39,2,-1,1,2,1,2.0,57.60841274,-97.63672892
2626,0,2,2,0,4.69,2,-1,1,2,1,7.0,57.462122,-98.01431505
2627,1,2,0,3,-3.78,2,-1,0,2,1,7.0,57.45938612,-97.27193403
2628,0,3,0,3,-1.82,2,-1,1,2,1,4.0,57.73108943,-97.66735635
2629,0,2,0,0,4.0,2,-1,1,2,1,6.0,57.60300766,-98.00568805
2630,0,3,3,0,-0.96,2,0,1,2,1,10.0,57.51120387,-96.31266582
2631,0,3,0,0,1.35,2,-1,1,2,1,1.0,57.28184093,-100.949615
2632,0,2,2,3,2.22,2,-1,1,2,1,0.0,57.5940173,-98.86088507
2633,0,3,2,3,-0.02,2,-1,1,2,1,7.0,57.51363813,-96.56220052
2634,0,2,2,3,-0.51,2,-1,1,2,1,2.0,57.85622369,-96.79297566
2635,0,3,2,7,0.94,2,-1,1,2,1,6.0,57.29164742,-98.76194646
2636,0,2,2,3,3.15,2,-1,1,2,1,-7.0,57.61871616,-96.51838025
2637,0,2,0,3,0.0,2,-1,1,2,1,3.0,57.79630319,-99.51974135
2638,0,3,0,0,0.7,2,-1,1,2,1,8.0,57.58839183,-97.51609263
2639,0,2,2,0,-4.87,2,-1,1,2,1,3.0,57.7354754,-97.37305066
2640,0,3,0,0,4.09,2,-1,1,2,1,-6.0,57.67741197,-98.05604006
2641,0,2,2,7,3.35,2,-1,1,2,1,6.0,57.83180624,-98.67352616
2642,0,2,2,7,-5.13,2,-1,1,2,1,7.0,10.0,-98.17693609
2643,0,3,2,0,1.75,2,-1,1,2,1,3.0,57.39081955,-100.2395651
2644,0,2,2,0,-1.67,2,-1,1,2,1,1.0,57.62344307,-99.29567408
2645,0,2,0,0,2.74,2,-1,1,2,1,-4.0,57.78429131,-96.8388031
2646,0,3,0,3,-5.17,2,-1,1,2,1,-4.0,57.69514368,-97.22824615
2647,0,3,0,8,5.63,2,0,1,2,1,6.0,57.70957148,-97.33403177
2648,0,2,2,0,1.03,2,-1,1,2,1,8.0,57.85067849,-97.81028611
2649,0,2,0,3,-5.61,2,-1,1,2,1,8.0,57.30495039,-96.11552389
2650,0,3,2,7,-1.43,2,-1,1,2,1,-2.0,57.1865602,-96.59161969
2651,0,2,0,7,-5.37,2,-1,1,2,1,1.0,57.74489743,-96.90461389
2652,0,2,2,0,5.47,2,-1,1,2,1,0.0,58.05985225,-98.64243813
2653,0,3,2,0,-7.07,2,-1,1,2,1,3.0,57.30225628,-97.58394422
2654,0,2,2,3,5.41,2,-1,1,2,1,-1.0,57.76139777,-99.16422068
2655,0,3,0,0,1.9,2,-1,1,2,1,5.0,57.5852083,-95.20534115
2656,0,2,2,7,-6.01,2,-1,1,2,1,8.0,57.25294551,-98.65387279
2657,0,2,2,7,-4.53,2,-1,1,2,1,7.0,57.46530445,-99.19754125
2658,0,2,2,7,4.78,2,-1,1,2,1,3.0,57.20483375,-96.74254934
2659,0,2,0,7,-1.75,2,-1,1,2,1,-4.0,57.13022618,-96.3982171
2660,0,2,0,7,1.73,2,-1,1,2,1,9.0,57.52581594,-96.78823251
2661,0,2,0,7,0.12,2,-1,1,2,1,7.0,57.33306212,-98.39578187
2662,0,3,0,0,2.52,2,-1,1,2,1,2.0,57.32223474,-99.12796731
2663,0,2,0,3,2.44,2,-1,1,2,1,-3.0,57.6178997,-98.6682552
2664,0,2,0,3,6.58,2,-1,1,2,1,0.0,57.86290823,-97.8392546
2665,0,2,2,3,-3.45,2,-1,1,2,1,7.0,57.94263585,-98.24651289
2666,0,2,2,0,3.41,2,-1,1,2,1,0.0,57.44476978,-97.77007845
2667,0,2,0,7,-0.15,2,-1,1,2,1,0.0,57.55496252,-98.19216714
2668,0,2,0,7,7.46,2,-1,1,2,1,0.0,57.5571386,-97.93347402
2669,0,2,0,3,-1.21,2,-1,1,2,1,3.0,57.28905337,-97.16719624
2670,0,2,0,7,-0.17,2,-1,1,2,1,2.0,57.56877898,-96.14402539
2671,0,3,0,0,-1.36,2,-1,1,2,1,5.0,57.53092946,-97.83100334
2672,0,2,0,7,2.36,2,-1,1,2,1,4.0,57.72951856,-98.30277483
2673,0,3,0,0,4.26,2,-1,1,2,1,2.0,57.63429769,-96.32204589
2674,0,3,0,0,5.05,2,-1,1,2,1,-1.0,57.30495805,-97.61711873
2675,0,3,0,0,5.59,2,-1,1,2,1,-1.0,57.37197071,-97.11700255
2676,0,2,0,3,0.86,2,-1,1,2,1,4.0,57.29905511,-95.88486055
2677,0,2,0,7,8.86,2,-1,1,2,1,-2.0,57.28245438,-98.00332891
2678,0,2,2,7,2.68,2,-1,1,2,1,3.0,57.45143687,-99.31491281
2679,0,3,0,3,1.28,2,-1,1,2,1,9.0,57.60653752,-98.00970583
2680,0,3,0,0,-6.05,2,-1,1,2,1,-1.0,57.2904709,-99.58066201
2681,0,2,2,0,4.61,2,-1,1,2,1,-1.0,57.29053361,-98.56688877
2682,0,3,0,0,-3.87,2,-1,1,2,1,5.0,57.71616544,-98.14123026
2683,1,2,0,5,2.7,2,-1,0,2,1,1.0,58.20133285,-98.11523703
2684,0,2,0,7,5.63,2,-1,1,2,1,2.0,57.7041133,-96.08646785
2685,0,2,0,0,6.42,2,-1,1,2,1,10.0,57.3864855,-97.79255177
2686,0,2,2,7,-1.24,2,-1,1,2,1,4.0,57.68118959,-97.22506181
2687,0,3,0,0,0.88,2,-1,1,2,1,8.0,57.56155115,-98.42737035
2688,0,3,0,0,-1.94,2,-1,1,2,1,2.0,57.18527723,-97.30841135
2689,0,2,2,0,2.72,2,-1,1,2,1,3.0,57.69555385,-99.292683
2690,0,3,3,0,-1.76,2,0,1,2,1,17.0,57.57027354,-98.82554058
2691,0,2,2,3,-2.1,2,-1,1,2,1,4.0,57.93888263,-97.8041993
2692,0,2,2,0,8.84,2,-1,1,2,1,4.0,57.21160977,-97.40732712
2693,0,2,2,0,4.0,2,-1,1,2,1,-3.0,57.23134071,-96.83849007
2694,0,3,0,3,1.35,2,-1,1,2,1,10.0,57.88983106,-98.87830484
2695,0,2,0,7,0.23,2,-1,1,2,1,4.0,57.89490013,-99.17888311
2696,0,3,0,0,-5.6,2,-1,1,2,1,5.0,57.66687301,-99.53832398
2697,1,2,0,0,5.3,2,-1,0,2,1,2.0,57.76390196,-96.66008292
2698,0,2,2,7,5.19,2,-1,1,2,1,3.0,10.0,-98.56665149
2699,0,2,0,3,-1.16,2,-1,1,2,1,10.0,57.27904122,-98.79810789
2700,0,2,0,7,0.74,2,-1,1,2,1,-2.0,57.63618383,-96.75966831
2701,0,2,0,7,-4.94,2,-1,1,2,1,-2.0,57.3550538,-98.88650388
2702,0,2,2,7,-3.11,2,-1,1,2,1,-2.0,57.69160084,-98.47318768
2703,0,3,0,0,-0.25,2,-1,1,2,1,-4.0,57.95017205,-99.55322177
2704,0,3,0,0,-1.31,2,-1,1,2,1,0.0,57.57790105,-98.10542482
2705,0,2,2,0,1.56,2,-1,1,2,1,6.0,57.41031212,-98.25458471
2706,0,2,0,7,-0.1,2,-1,1,2,1,-5.0,57.88429114,-97.91161869
2707,0,2,2,7,-2.09,2,-1,1,2,1,1.0,57.64651045,-98.95245227
2708,0,2,2,0,3.04,2,-1,1,2,1,0.0,57.59961251,-97.55753748
2709,0,2,2,3,-3.11,2,-1,1,2,1,8.0,57.48088007,-99.97030525
2710,0,2,2,0,3.38,2,-1,1,2,1,5.0,57.72711246,-96.30757081
2711,0,2,2,7,0.59,2,-1,1,2,1,1.0,57.58452148,-99.22622198
2712,0,2,0,7,-0.13,2,-1,1,2,1,-2.0,57.477081,-96.53576735
2713,0,2,0,7,10.21,2,-1,1,2,1,-1.0,57.94582833,-97.25990206
2714,0,2,2,7,1.35,2,-1,1,2,1,2.0,57.52832609,-97.43917385
2715,0,2,2,0,1.67,2,-1,1,2,1,0.0,57.51941509,-99.69710867
2716,0,2,0,7,4.98,2,-1,1,2,1,5.0,57.65798096,-98.6454577
2717,0,3,0,7,3.71,2,-1,1,2,1,5.0,57.54533662,-98.24257181
2718,0,3,0,0,3.45,2,-1,1,2,1,-2.0,57.79271234,-97.71304517
2719,0,2,2,7,7.19,2,-1,1,2,1,-3.0,57.25732514,-97.98178109
2720,0,2,0,0,-3.23,2,-1,1,2,1,4.0,57.62401368,-96.22947641
2721,0,2,2,7,-1.38,2,-1,1,2,1,0.0,57.33127762,-98.72217254
2722,0,3,0,3,-1.41,2,-1,1,2,1,-2.0,57.66929379,-99.07442898
