,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15,month,year
3280,3,4.0,2.5,2150.0,27540,2.0,0.0,0.0,3,8.0,2150,0,1997.0,0,47.59189276373485,-118.61766355265304,2150,27540.0,6,2014
3281,2,5.0,1.5,1930.0,7480,2.0,0.0,0.0,3,7.0,1930,0,1966.0,0,47.14494541017599,-120.456390649843,1480,7705.0,12,2014
3282,3,4.0,2.0,1830.0,9610,1.0,0.0,0.0,3,7.0,1830,0,1963.0,0,47.91592094730541,-116.68842361154567,1970,10754.0,10,2014
3283,1,4.0,3.5,1850.0,6519,2.0,0.0,0.0,3,7.0,1130,720,1986.0,0,47.440998926421294,-118.13460088979777,1280,6664.0,5,2014
3284,4,4.0,3.5,3210.0,5000,3.0,0.0,0.0,3,9.0,3210,0,2014.0,0,47.70421699672192,-117.75081968867109,1360,5000.0,8,2014
3285,3,1.0,1.0,1090.0,5250,1.0,0.0,0.0,3,6.0,980,110,1927.0,0,47.663357278351576,-115.9343602332483,2160,5250.0,8,2014
3286,5,3.0,1.5,1870.0,3300,2.0,0.0,2.0,3,7.0,1870,0,1906.0,0,47.823425462112894,-117.64144654116602,1820,2460.0,11,2014
3287,4,3.0,2.25,1920.0,8412,1.0,0.0,2.0,3,8.0,1460,460,1977.0,0,48.01545297171547,-119.29753238911412,2490,8700.0,1,2015
3288,2,2.0,1.0,700.0,4350,1.0,0.0,0.0,3,6.0,700,0,1943.0,0,47.74877289748946,-119.78887284539825,1620,5100.0,7,2014
3289,3,4.0,2.25,3380.0,9900,1.0,0.0,2.0,4,8.0,1690,1690,1969.0,0,47.8129611382346,-118.76325457918064,2390,9900.0,7,2014
3290,3,5.0,2.5,2430.0,6168,2.0,0.0,0.0,3,8.0,2430,0,2007.0,0,47.1453203655925,-116.99481490561296,2150,8400.0,2,2015
3291,3,3.0,1.75,1950.0,17400,1.0,0.0,0.0,3,7.0,1210,740,1976.0,0,47.929057550062055,-118.18213143513584,1900,17250.0,4,2015
3292,2,2.0,1.0,900.0,7500,1.0,0.0,0.0,4,6.0,900,0,1961.0,0,47.70618326923709,-117.62084356488737,1190,10000.0,8,2014
3293,4,3.0,2.5,2060.0,8893,2.0,0.0,0.0,3,8.0,2060,0,1987.0,0,47.532389078277525,-116.8245998904927,2650,8500.0,8,2014
3294,3,4.0,2.0,2180.0,10447,1.0,0.0,0.0,4,8.0,1280,900,1969.0,0,47.83620085277574,-119.11909248126123,2190,10987.0,7,2014
3295,2,4.0,2.25,2140.0,9377,2.0,0.0,0.0,4,8.0,2140,0,1986.0,0,47.3887140827298,-117.62857236012324,2030,12799.79,7,2014
3296,3,6.0,1.0,1730.0,2760,1.5,0.0,0.0,3,7.0,1250,480,1918.0,0,47.61471017294854,-118.00436246906816,1630,3200.0,1,2015
3297,3,4.0,2.5,3140.0,12591,2.0,0.0,0.0,3,9.0,3140,0,1993.0,0,47.41949536451063,-119.1333420393912,2650,11720.0,3,2015
3298,2,2.0,1.5,800.0,1196,2.0,0.0,0.0,3,8.0,800,0,2003.0,0,47.69858505373771,-119.6068963934664,1020,1087.0,2,2015
3299,4,3.0,2.5,3300.0,11570,2.0,0.0,0.0,3,9.0,3300,0,1994.0,0,47.31611209241441,-118.28515727497305,3280,11446.0,9,2014
3300,3,2.0,1.0,2079.27,4370,1.0,0.0,0.0,3,7.0,1130,400,1946.0,0,47.733250379828526,-117.48904348681532,1580,4275.0,10,2014
3301,1,2.0,1.0,760.0,5280,1.0,0.0,0.0,3,6.0,760,0,1946.0,0,47.34942887651896,-118.2918335328456,1710,6594.0,4,2015
3302,3,5.0,3.0,2450.0,4591,2.0,0.0,0.0,3,7.0,2450,0,1994.0,0,47.57751034129435,-117.69443239690068,1060,5500.0,5,2014
3303,2,2.0,1.0,1000.0,31838,1.0,0.0,0.0,3,7.0,1000,0,1962.0,0,47.50630394590899,-116.79457888761864,1490,39747.0,7,2014
3304,1,2.0,1.0,840.0,7425,1.0,0.0,0.0,4,6.0,840,0,1952.0,0,47.355501957169295,-117.41054044132954,1300,11674.0,7,2014
3305,3,3.0,1.5,1380.0,4290,1.0,0.0,0.0,3,7.0,1080,300,1955.0,0,47.74708438969164,-117.73933772964055,1510,3900.0,9,2014
3306,4,3.0,1.5,1380.0,4290,1.0,0.0,0.0,3,7.0,1080,300,1955.0,0,47.36261549561523,-120.5334983631149,1510,3900.0,12,2014
3307,2,4.0,2.0,2020.0,48693,1.5,0.0,0.0,3,7.0,2020,0,1949.0,0,47.210026517544286,-118.40121532568422,1610,34900.0,6,2014
3308,3,2.0,1.0,1260.0,5000,1.0,0.0,0.0,3,7.0,1040,220,1951.0,0,47.54361528055351,-118.88571411153274,1510,5000.0,5,2014
3309,3,3.0,1.75,1440.0,7112,1.0,0.0,0.0,3,7.0,1180,260,1979.0,0,47.65856886760583,-115.89839146627445,1570,9152.0,8,2014
3310,3,4.0,1.75,1540.0,8311,1.0,0.0,0.0,4,7.0,1540,0,1950.0,0,47.84516474995249,-119.277429034752,1890,7996.0,9,2014
3311,3,4.0,1.0,1060.0,7200,1.0,0.0,1.0,3,6.0,880,180,1925.0,0,47.4745997148839,-118.69495905508732,1910,12799.79,8,2014
3312,3,4.0,1.75,1900.0,10297,1.0,0.0,0.0,4,8.0,1900,0,1966.0,0,47.87292270998019,-117.42048165524622,2220,9612.0,9,2014
3313,3,5.0,2.75,3000.0,9473,1.0,0.0,0.0,3,8.0,1500,1500,1966.0,0,47.76287349778817,-119.6758330123534,2050,8820.0,10,2014
3314,2,3.0,2.0,1200.0,10212,1.5,0.0,0.0,5,6.0,1200,0,1949.0,0,47.023872184630406,-118.96375711030376,1280,10212.0,2,2015
3315,4,3.0,1.5,1840.0,10125,1.0,0.0,0.0,4,8.0,1220,620,1959.0,0,47.12732399630912,-118.52704477927472,2320,10160.0,12,2014
3316,4,4.0,2.5,2790.0,7673,2.0,0.0,0.0,3,9.0,2790,0,1989.0,0,47.58673146873607,-118.83694046519456,2740,7837.0,4,2015
3317,1,4.0,1.0,1070.0,7467,1.5,0.0,0.0,3,7.0,1070,0,1944.0,0,47.46684773656106,-117.92459313387288,1160,7467.0,7,2014
3318,1,2.0,1.0,900.0,5160,1.0,0.0,0.0,3,6.0,900,0,1952.0,0,47.70817398599005,-118.67680826033649,900,5160.0,5,2014
3319,3,3.0,2.5,2000.0,22000,2.0,0.0,0.0,3,8.0,2000,0,1979.0,0,47.81150007004792,-117.09521044193043,2180,19800.0,2,2015
3320,4,3.0,1.5,1660.0,8797,1.0,0.0,0.0,4,7.0,1660,0,1956.0,0,47.55665182920952,-117.68602072985614,2350,10053.0,6,2014
3321,3,4.0,1.5,1770.0,6014,1.5,0.0,0.0,4,7.0,1240,530,1946.0,0,47.406000881337775,-118.17534316793422,1740,6014.0,7,2014
3322,3,3.0,2.0,1230.0,6802,1.5,0.0,0.0,3,7.0,1230,0,1940.0,0,47.83989886456661,-117.83120607205356,1850,6398.0,3,2015
3323,2,3.0,1.0,1740.0,10875,1.0,0.0,0.0,4,7.0,1020,720,1962.0,0,47.47873804267106,-117.66638004959478,1470,8532.0,7,2014
3324,3,3.0,2.0,1710.0,8910,1.0,0.0,0.0,5,7.0,1710,0,1953.0,0,47.48114454734764,-117.59337033720588,1430,8493.0,9,2014
3325,2,6.0,2.0,2020.0,7071,1.0,0.0,0.0,3,7.0,1010,1010,1979.0,0,47.295373722550615,-117.99133392993336,2020,5000.0,4,2015
3326,5,4.0,2.5,2410.0,9886,1.0,0.0,0.0,5,8.0,1990,420,1975.0,0,47.433068155910206,-117.36641223915082,2530,10658.0,4,2015
3327,2,4.0,2.75,2310.0,14745,1.0,0.0,0.0,3,7.0,1410,900,1993.0,0,47.02373455940349,-119.36467551921896,2060,12799.79,4,2015
3328,2,5.0,2.5,2400.0,4548,2.0,0.0,0.0,3,7.0,2400,0,2003.0,0,47.223785484550895,-119.02477354738588,2200,4465.0,4,2015
3329,4,5.0,2.0,3160.0,3990,1.5,0.0,0.0,3,7.0,1870,1290,1923.0,0,47.462095850782,-119.3855822018006,1780,4240.0,4,2015
3330,3,3.0,1.0,1560.0,14333,1.0,0.0,0.0,4,7.0,1560,0,1953.0,0,47.11351199910443,-117.38711023326502,1640,14333.0,6,2014
3331,2,3.0,2.0,1600.0,13200,1.0,0.0,0.0,3,7.0,1600,0,1990.0,0,47.335768227445286,-116.23620197498664,1360,11520.0,7,2014
3332,1,3.0,1.75,1330.0,13102,1.0,0.0,0.0,3,7.0,1330,0,1968.0,0,47.208558206986616,-118.66529020576012,1270,11475.0,6,2014
3333,4,3.0,2.5,2970.0,29163,2.0,0.0,0.0,3,9.0,2970,0,1993.0,0,47.782407286718,-118.3270011473753,3100,31105.0,9,2014
3334,2,5.0,2.0,1700.0,7314,1.0,0.0,0.0,3,7.0,1000,700,1956.0,0,47.41129254082357,-117.80406961334737,2000,7176.0,5,2014
3335,3,1.0,1.0,850.0,6567,1.0,0.0,0.0,4,6.0,850,0,1940.0,0,47.38008693735352,-117.83465551854069,2160,9794.0,9,2014
3336,2,3.0,1.75,1250.0,13775,1.0,0.0,2.0,3,7.0,1250,0,1990.0,0,47.4838296974263,-118.46916177206988,1260,13707.0,7,2014
3337,3,2.0,1.0,610.0,4560,1.0,0.0,0.0,3,5.0,610,0,1918.0,0,47.5413072617034,-117.26778442587648,930,1392.0,1,2015
3338,5,4.0,3.5,3700.0,13175,2.0,0.0,0.0,4,11.0,3700,0,1989.0,0,47.900573654782775,-119.79632184011744,3880,15508.0,8,2014
3339,3,3.0,1.0,950.0,10080,1.0,0.0,0.0,4,7.0,950,0,1954.0,0,47.56338147895822,-118.48216707715396,1060,10000.0,4,2015
3340,4,4.0,2.5,3860.0,5130,2.0,0.0,0.0,3,8.0,2930,930,2004.0,0,47.55177750368836,-118.47093443250814,3130,6163.0,9,2014
3341,3,3.0,3.5,1360.0,1275,2.0,0.0,0.0,3,8.0,1240,120,2007.0,0,47.755326180399415,-117.52220873226352,1360,1275.0,6,2014
3342,4,4.0,2.5,3890.0,34513,2.0,0.0,0.0,3,10.0,3890,0,1996.0,0,47.62598322176607,-118.48757245710485,3600,28435.0,9,2014
3343,3,3.0,2.25,1680.0,9090,1.0,0.0,0.0,4,7.0,1130,550,1959.0,0,47.5320556471042,-117.79775011208903,1960,9090.0,7,2014
3344,3,3.0,2.0,2420.0,208652,1.5,0.0,0.0,3,8.0,2420,0,2005.0,0,47.28765605206348,-118.72272060981224,3180,212137.0,7,2014
3345,4,5.0,2.75,3890.0,9130,2.0,0.0,0.0,3,9.0,3890,0,2004.0,0,47.61156572674367,-117.44628467745814,3450,8361.0,9,2014
3346,3,5.0,1.5,2079.27,13425,1.0,0.0,0.0,3,8.0,1470,1470,1955.0,0,47.57068862055012,-118.66438570514036,1580,8200.0,2,2015
3347,2,3.0,1.75,1350.0,8737,1.0,0.0,0.0,3,7.0,1350,0,1966.0,0,47.2912624722514,-117.85895612329048,1600,8928.0,4,2015
3348,4,3.0,2.25,2190.0,45738,1.0,0.0,0.0,3,8.0,2190,0,1990.0,0,48.14778729268131,-118.66944916213669,2970,4496.0,7,2014
3349,3,3.0,2.25,2280.0,5750,1.0,0.0,1.0,4,7.0,1150,1130,1985.0,0,47.70604009687076,-118.84219488874945,1500,5060.0,6,2014
3350,1,2.0,2.0,1070.0,4500,1.0,0.0,0.0,4,6.0,910,160,1932.0,0,47.51002878421392,-119.60937517918433,1280,4500.0,10,2014
3351,3,4.0,2.25,2270.0,8480,1.0,0.0,0.0,5,8.0,1310,960,1973.0,0,47.57828648323968,-116.43397573870584,1910,9050.0,12,2014
3352,1,2.0,1.0,1220.0,7250,1.0,0.0,0.0,4,6.0,1220,0,1914.0,0,47.438031037275735,-117.02011210869514,1350,20250.0,10,2014
3353,2,3.0,1.75,1890.0,5000,1.0,0.0,0.0,3,7.0,1890,0,2003.0,0,47.31429514827346,-117.78729340454916,2960,5421.0,5,2015
3354,3,4.0,2.0,1990.0,4740,1.0,0.0,0.0,3,7.0,1080,910,1926.0,0,47.35139083339514,-116.66156519740252,1560,2370.0,2,2015
3355,1,3.0,1.0,1220.0,6000,1.0,0.0,0.0,4,7.0,1220,0,1968.0,0,47.28901529819918,-117.66052345653772,1420,6000.0,8,2014
3356,3,3.0,3.0,2640.0,5978,2.0,0.0,0.0,3,9.0,2640,0,2012.0,0,47.71241187748127,-116.59840381008654,2680,6060.0,9,2014
3357,4,3.0,1.75,1480.0,9603,1.0,0.0,0.0,3,7.0,1480,0,1952.0,0,47.62670519306175,-118.40105081504564,2660,10766.0,2,2015
3358,3,3.0,2.0,2320.0,9420,1.0,0.0,0.0,5,7.0,2320,0,1952.0,0,47.40074508218033,-117.8345172878139,2030,9420.0,10,2014
3359,5,4.0,1.75,2410.0,6000,1.5,0.0,0.0,3,8.0,2410,0,1911.0,0,47.66292073389637,-120.25587468008436,1280,4000.0,10,2014
3360,4,4.0,2.75,2090.0,13500,1.0,0.0,0.0,4,8.0,2090,0,1949.0,0,47.0683797503915,-118.5339256281192,2130,13500.0,3,2015
3361,3,3.0,1.0,920.0,3532,1.0,0.0,0.0,3,6.0,920,0,1910.0,0,48.055153773292886,-118.9889754783332,1250,4000.0,7,2014
3362,1,3.0,2.5,850.0,8573,1.0,0.0,0.0,3,6.0,600,250,1945.0,0,47.49739850961152,-118.98378269918622,850,8382.0,2,2015
3363,1,3.0,1.0,1130.0,9907,1.0,0.0,0.0,3,7.0,1130,0,1954.0,0,47.305607556905365,-116.89085138046588,1320,9907.0,12,2014
3364,1,3.0,1.0,1260.0,7265,1.0,0.0,0.0,4,7.0,1260,0,1954.0,0,46.898702421757456,-118.05708437167372,940,7200.0,4,2015
3365,4,4.0,2.0,2090.0,10800,1.0,0.0,0.0,4,7.0,2090,0,1951.0,0,47.69295398678653,-116.31930732508664,2090,10800.0,7,2014
3366,2,3.0,2.0,2020.0,7260,1.5,0.0,0.0,3,7.0,1180,840,1926.0,0,47.33504400025927,-119.12723037262263,1400,5950.0,10,2014
3367,4,3.0,2.25,1970.0,4564,1.0,0.0,0.0,3,8.0,1470,500,1959.0,0,48.02170828879183,-118.01552264769478,1980,5000.0,11,2014
3368,2,3.0,1.75,1820.0,9545,1.0,0.0,0.0,3,7.0,1230,590,1976.0,0,47.67119126854847,-117.3374564373738,1790,9530.0,6,2014
3369,4,3.0,1.5,1840.0,5000,1.5,0.0,0.0,5,7.0,1340,500,1915.0,0,47.8845597097142,-118.2205330960188,1840,5000.0,6,2014
3370,3,4.0,2.5,2100.0,10358,1.0,0.0,0.0,5,8.0,1280,820,1959.0,0,47.67828744125229,-118.12097284770678,2080,9000.0,8,2014
3371,4,4.0,2.0,1770.0,5000,2.0,0.0,0.0,4,7.0,1770,0,1906.0,0,47.56918681179616,-119.16579357832477,1550,5000.0,3,2015
3372,1,3.0,2.0,1110.0,7231,1.0,0.0,0.0,4,7.0,1110,0,1991.0,0,47.3818022043545,-117.88224124579082,1550,7245.0,7,2014
3373,4,4.0,2.75,2090.0,8400,1.0,0.0,0.0,4,8.0,1240,850,1976.0,0,47.7174655968168,-117.85983816600412,2340,9000.0,9,2014
3374,3,4.0,1.75,2080.0,8215,2.0,0.0,0.0,4,7.0,2080,0,1948.0,0,47.966347032748686,-117.92614703660055,1550,8215.0,10,2014
3375,2,3.0,3.25,1400.0,1343,2.0,0.0,0.0,3,7.0,1160,240,2005.0,0,47.12928399497695,-118.81706715330364,1400,1326.0,3,2015
3376,3,3.0,1.0,1060.0,8040,1.0,0.0,0.0,4,6.0,1060,0,1949.0,0,47.64010649154183,-118.0442101567165,1300,7620.0,8,2014
3377,1,2.0,1.0,720.0,5913,1.0,0.0,0.0,3,6.0,720,0,1920.0,0,47.6139924079738,-118.13107544387924,1560,6600.0,12,2014
3378,2,3.0,2.75,1100.0,750,2.0,0.0,0.0,3,7.0,780,320,2008.0,0,47.61493099779922,-119.6380122074429,1170,4800.0,6,2014
3379,1,3.0,1.0,1010.0,9576,1.0,0.0,0.0,4,7.0,1010,0,1967.0,0,47.27447748194648,-116.78528663863,1540,9576.0,3,2015
3380,5,4.0,4.75,5230.0,89298,2.5,0.0,0.0,3,11.0,5230,0,2002.0,0,47.1295325304067,-119.07155153723744,4110,107153.0,4,2015
3381,2,3.0,1.5,1200.0,7236,1.0,0.0,0.0,3,7.0,1200,0,1975.0,0,47.96964807449138,-118.18432518802136,1680,7800.0,2,2015
3382,3,3.0,1.5,1950.0,1963,3.0,0.0,0.0,3,8.0,1950,0,2002.0,0,47.78448631494685,-117.6093835774114,1590,2028.0,9,2014
3383,3,3.0,2.25,1870.0,7403,1.0,0.0,0.0,3,7.0,1870,0,1950.0,0,47.685501092323285,-118.48501686373008,1630,7440.0,10,2014
3384,3,4.0,2.25,1310.0,8400,1.0,0.0,0.0,4,7.0,1310,0,1966.0,0,47.76965554452726,-117.44322184322957,1600,8400.0,11,2014
3385,4,4.0,2.0,1520.0,6200,1.5,0.0,0.0,3,7.0,1520,0,1945.0,0,47.539227217158746,-117.85807316102134,1910,6200.0,5,2014
3386,1,3.0,1.0,1270.0,12733,1.0,0.0,0.0,3,7.0,1270,0,1955.0,0,47.736762088456814,-118.87751787241852,1660,11536.0,3,2015
3387,2,2.0,1.0,840.0,7414,1.0,0.0,0.0,4,6.0,840,0,1928.0,0,47.58827170494893,-119.35549946231266,1740,9784.0,10,2014
3388,1,2.0,1.0,900.0,23000,1.0,0.0,0.0,2,7.0,900,0,1953.0,0,47.41872796943776,-119.42321756554335,1460,8265.0,3,2015
3389,5,4.0,3.0,3010.0,6139,2.0,0.0,4.0,5,8.0,2560,450,1950.0,1972,47.90804994395642,-117.63149639964124,2100,12799.79,4,2015
3390,2,3.0,1.0,1050.0,6874,1.0,0.0,0.0,3,6.0,1050,0,1954.0,0,48.10295466165461,-116.53844313668706,1500,8954.0,5,2014
3391,4,6.0,2.75,3360.0,84506,1.0,0.0,0.0,5,7.0,2040,1320,1962.0,0,48.12357035798793,-120.03661900899851,2190,43124.0,2,2015
3392,4,7.0,4.75,5370.0,10800,1.5,0.0,0.0,3,8.0,5370,0,1967.0,0,46.92994853689829,-120.05899099295644,2310,10910.0,1,2015
3393,4,3.0,3.5,2690.0,104544,2.0,0.0,0.0,3,8.0,2690,0,1948.0,1990,48.21584536213384,-117.78416695828231,2300,81698.0,10,2014
3394,3,3.0,1.75,1710.0,7320,1.0,0.0,0.0,3,7.0,1710,0,1948.0,0,47.73200181010458,-119.4165933693437,2260,8839.0,5,2014
3395,3,3.0,2.5,1640.0,1269,3.0,0.0,0.0,3,8.0,1640,0,2009.0,0,47.84981970612412,-119.31559208155986,1590,1231.0,6,2014
3396,5,5.0,4.5,4140.0,7924,2.0,0.0,0.0,3,10.0,4140,0,2005.0,0,47.69128259213984,-117.96523381054762,3960,8410.0,3,2015
3397,3,4.0,2.75,3140.0,24800,1.0,0.0,0.0,4,8.0,2080,1060,1971.0,0,47.21929780619363,-117.23789190394376,2850,12900.0,9,2014
3398,4,3.0,2.5,2500.0,10359,2.0,0.0,0.0,3,10.0,2500,0,1986.0,0,47.52256477965016,-118.68607815549224,2580,10142.0,4,2015
3399,3,4.0,2.5,2520.0,9684,2.0,0.0,0.0,3,8.0,2520,0,1994.0,0,47.91282149879702,-117.86920949847084,2090,10133.0,10,2014
3400,2,3.0,1.25,2350.0,6200,1.0,0.0,0.0,4,7.0,1320,1030,1966.0,0,47.61460790394251,-116.54590152526016,2140,9543.0,12,2014
3401,4,4.0,2.5,2570.0,13450,1.0,0.0,4.0,3,8.0,1510,1060,1948.0,0,47.94366240856884,-117.67978415293835,3470,12615.0,4,2015
3402,4,4.0,2.5,3100.0,7807,2.0,0.0,0.0,3,9.0,3100,0,2003.0,0,47.91508813028638,-119.15834619027652,3100,7807.0,3,2015
3403,2,3.0,1.75,2079.27,4800,1.0,0.0,0.0,3,6.0,930,100,1927.0,0,47.428189679444856,-118.14948727753836,1540,4800.0,4,2015
3404,3,2.0,1.0,1020.0,4002,1.0,0.0,0.0,5,7.0,1020,0,1953.0,0,47.48508861756601,-118.63767813102632,1780,5000.0,4,2015
3405,4,3.0,2.5,2080.0,3729,2.0,0.0,0.0,3,9.0,2080,0,1996.0,0,47.82206526517658,-117.24122665174596,2080,4000.0,5,2015
3406,1,3.0,1.0,1410.0,47916,1.0,0.0,0.0,3,7.0,1410,0,1981.0,0,47.37228357409086,-116.87148873092156,1810,215622.0,8,2014
3407,1,2.0,2.0,1360.0,3300,2.0,0.0,0.0,3,6.0,1360,0,2004.0,0,47.78497125693056,-118.79828597445744,1310,3300.0,8,2014
3408,4,3.0,2.5,2620.0,21587,2.0,0.0,0.0,3,7.0,2620,0,1992.0,0,47.74874423155386,-115.88688355496258,2570,12799.79,5,2014
3409,4,3.0,2.25,2260.0,33080,1.0,0.0,0.0,5,9.0,1690,570,1974.0,0,47.71913635073367,-117.93381451006248,3020,35291.0,10,2014
3410,2,3.0,1.75,1490.0,9493,1.0,0.0,0.0,4,8.0,1490,0,1976.0,0,47.2907639992576,-118.03158225671072,2440,9600.0,1,2015
3411,4,4.0,2.5,2530.0,6500,1.5,0.0,0.0,3,8.0,1720,810,1975.0,0,47.5451429781893,-118.67551619837386,2150,5280.0,7,2014
3412,2,3.0,2.0,1820.0,17600,1.0,0.0,0.0,5,7.0,1820,0,1972.0,0,47.43376040515364,-115.74198544585596,2190,17440.0,8,2014
3413,3,4.0,2.5,1770.0,13168,2.0,0.0,0.0,3,7.0,1770,0,1990.0,0,47.70621480872335,-117.5811480435058,2050,14859.0,5,2015
3414,5,5.0,4.0,4430.0,9000,2.0,0.0,0.0,3,10.0,4430,0,2013.0,0,47.76511400234419,-118.52983099537454,2470,9490.0,5,2014
3415,3,3.0,3.25,1490.0,902,3.0,0.0,0.0,3,8.0,1220,270,2001.0,0,47.40107647669487,-116.6856803775982,1550,1092.0,12,2014
3416,2,3.0,1.75,1790.0,27427,1.0,0.0,0.0,3,7.0,1130,660,1978.0,0,47.49549665300715,-119.25010153243956,1610,16684.0,6,2014
3417,3,3.0,2.5,1710.0,1296,3.0,0.0,0.0,3,8.0,1510,200,2004.0,0,47.6008591258484,-118.9666087352391,1610,1282.0,9,2014
3418,3,4.0,2.5,2070.0,20280,2.0,0.0,0.0,4,7.0,2070,0,1968.0,0,47.94227568179145,-118.85856104795236,2190,21560.0,3,2015
3419,3,2.0,1.0,1140.0,5400,1.0,0.0,0.0,5,7.0,1140,0,1908.0,0,47.8352698886163,-117.50648180468905,1520,4800.0,5,2014
3420,3,5.0,2.0,3930.0,10150,1.5,0.0,0.0,4,8.0,3070,860,1968.0,0,47.52311891628969,-116.74921102505436,2200,8190.0,8,2014
3421,3,3.0,2.5,2260.0,5500,1.5,0.0,0.0,3,7.0,1280,980,1910.0,0,47.89182233828377,-117.7562490723252,1790,5355.0,12,2014
3422,4,3.0,2.5,2260.0,5500,1.5,0.0,0.0,3,7.0,1280,980,1910.0,0,47.68825993350579,-118.43560180301216,1790,5355.0,4,2015
3423,1,3.0,1.0,1130.0,7014,1.0,0.0,0.0,3,7.0,1130,0,1954.0,0,47.495466680215614,-117.7368098868227,1440,9350.0,11,2014
3424,2,3.0,3.75,1950.0,8625,1.0,0.0,0.0,3,8.0,1360,590,1959.0,0,47.417560680538976,-117.60838628144757,1950,6670.0,6,2014
3425,1,3.0,1.0,960.0,7500,1.0,0.0,0.0,3,6.0,960,0,1953.0,0,47.30424754042386,-118.47658430443695,1250,6000.0,10,2014
3426,5,4.0,3.5,4210.0,18564,2.0,0.0,0.0,3,11.0,4210,0,2001.0,0,47.77522690208608,-119.341523023232,3520,18564.0,2,2015
3427,3,3.0,1.5,3430.0,264844,1.0,0.0,2.0,3,7.0,2230,1200,1988.0,0,47.60144522272394,-118.31298600093818,1660,145926.0,10,2014
3428,3,4.0,2.75,3470.0,212639,2.0,0.0,0.0,3,7.0,2070,1400,1993.0,0,47.49923690077624,-118.57832455549573,2370,233917.0,8,2014
3429,2,5.0,3.0,2140.0,5937,1.0,0.0,0.0,3,7.0,1280,860,1978.0,0,47.63992377530822,-117.97500369541252,1820,6710.0,12,2014
3430,4,3.0,2.75,2520.0,5401,1.0,0.0,0.0,4,7.0,1360,1160,1946.0,0,47.72447054922606,-119.66947954056955,1800,5036.0,5,2014
3431,3,5.0,2.25,3550.0,7992,2.0,0.0,0.0,3,8.0,3550,0,1968.0,0,47.88929553540787,-117.67794317164731,2110,7992.0,11,2014
3432,1,2.0,1.0,700.0,20130,1.0,0.0,0.0,3,6.0,700,0,1949.0,0,47.48351567477701,-118.7459842463493,1490,18630.0,4,2015
3433,2,2.0,1.0,740.0,5000,1.0,0.0,0.0,4,6.0,740,0,1926.0,0,47.61912063285611,-119.54938941563452,1170,4968.0,12,2014
3434,5,4.0,3.75,3300.0,4545,1.5,0.0,4.0,3,10.0,2600,700,1926.0,1999,47.71608371162861,-119.15389634102962,3300,5000.0,5,2014
3435,3,3.0,2.25,1640.0,5880,1.0,0.0,0.0,3,7.0,1240,400,1977.0,0,47.46980947016336,-119.39365394572584,1200,4760.0,5,2015
3436,1,5.0,1.5,1830.0,94960,1.5,0.0,0.0,3,7.0,1830,0,1929.0,0,47.46431114838552,-118.10117892537042,1440,16365.0,9,2014
3437,4,4.0,2.5,3540.0,9349,2.0,0.0,0.0,3,10.0,3540,0,2003.0,0,47.37461759127421,-121.0064467811949,3280,7546.0,4,2015
3438,3,3.0,2.5,1440.0,7320,1.0,0.0,0.0,5,7.0,1440,0,1954.0,0,47.88545313770872,-118.47529107053602,1160,6941.0,7,2014
3439,3,4.0,2.5,2960.0,223462,2.0,0.0,0.0,3,10.0,2960,0,2001.0,0,47.288983678905225,-117.56401291073033,2770,16482.0,1,2015
3440,5,3.0,4.0,3310.0,8400,2.0,0.0,0.0,3,10.0,3310,0,2000.0,0,47.637171383631504,-119.45830544731292,3430,8400.0,3,2015
3441,4,3.0,2.0,2390.0,8025,2.0,0.0,0.0,5,7.0,2390,0,1921.0,0,47.63722742057155,-116.02431229272412,1920,5350.0,11,2014
3442,4,3.0,2.5,2460.0,138085,2.0,0.0,0.0,4,9.0,2460,0,1977.0,0,47.43363899846672,-117.63575326885729,2090,12799.79,3,2015
3443,3,3.0,1.75,1630.0,15600,1.0,0.0,0.0,3,7.0,1630,0,1958.0,0,47.67075298407961,-117.3218740260606,1830,10850.0,7,2014
3444,4,5.0,2.75,3490.0,8230,2.0,0.0,0.0,3,10.0,3490,0,2005.0,0,47.668845272297226,-118.3024505952272,3480,7331.0,2,2015
3445,3,4.0,2.75,2500.0,5257,2.0,0.0,0.0,3,8.0,2500,0,1966.0,0,47.617964716005645,-116.5657791135275,1660,5970.0,5,2014
3446,2,4.0,2.5,2080.0,9846,1.0,0.0,0.0,3,7.0,1240,840,1984.0,0,47.17642258703904,-117.06913053638638,1890,7977.0,3,2015
3447,3,3.0,1.5,1290.0,1286,3.0,0.0,0.0,3,7.0,1290,0,2000.0,0,47.83902756264691,-116.05755994934448,1720,1286.0,6,2014
3448,1,3.0,2.5,1700.0,8645,1.0,0.0,0.0,3,6.0,1700,0,943.0,0,47.28011596187879,-118.8246581209264,1500,7980.0,5,2014
3449,3,3.0,2.5,2540.0,11562,1.0,0.0,1.0,3,8.0,1290,1250,1964.0,0,47.34678030474909,-117.75396747507742,2230,10310.0,9,2014
3450,4,3.0,1.5,1180.0,8545,1.0,0.0,0.0,3,8.0,1180,0,1952.0,0,47.70226294739015,-118.0069232162292,1660,9000.0,9,2014
3451,3,4.0,1.75,1520.0,15398,1.0,0.0,0.0,4,7.0,1370,150,1960.0,0,47.486511761372846,-118.03089247199658,1840,12500.0,11,2014
