measure,year,month,sector,size,district,elevation,floors,built,tmp_min,tmp_mean,tmp_max,cost,source
1916,2008,5.0,office,557.0,6,37.0,7.0,1925.0,24.3,29.4,,2779.99,gas
1917,2014,12.0,education,857.0,8,37.0,6.0,1966.0,9.6,,23.1,8375.95,elec
1918,2009,12.0,office,921.0,6,51.0,27.0,1979.0,7.2,14.9,22.1,26458.49,elec
1919,2013,7.0,education,457.0,4,37.0,6.0,1961.0,22.9,29.2,35.3,2694.84,oil
1920,2013,10.0,residential,661.0,5,-7.0,12.0,1938.0,15.8,23.4,29.2,5382.84,oil
1921,2007,4.0,commercial,232.0,5,172.0,3.0,1976.0,21.2,,34.1,562.04,oil
1922,2006,12.0,commercial,339.0,1,37.0,,2009.0,8.3,14.3,18.3,1606.62,gas
1923,2006,3.0,residential,623.0,1,51.0,26.0,1999.0,17.3,23.9,32.8,10913.97,gas
1924,2009,7.0,factory,306.0,6,337.0,5.0,1989.0,21.8,29.9,37.2,675.88,gas
1925,2010,10.0,factory,520.0,7,117.0,2.0,1964.0,17.9,23.1,27.7,1205.57,elec
1926,2013,9.0,commercial,547.0,6,37.0,5.0,1992.0,18.9,26.3,32.0,2538.63,oil
1927,2009,6.0,commercial,357.0,7,337.0,6.0,1921.0,26.5,29.9,33.9,2245.05,gas
1928,2005,12.0,,268.0,8,37.0,2.0,1963.0,8.1,15.1,24.4,511.82,oil
1929,2013,8.0,residential,594.0,8,337.0,,1994.0,25.8,29.8,34.2,11925.86,oil
1930,2005,2.0,office,1296.0,3,12.0,20.0,2008.0,15.5,19.5,23.6,1663.29,gas
1931,2009,10.0,office,968.0,3,-7.0,3.0,1965.0,18.2,24.1,31.4,162.04,gas
1932,2013,7.0,commercial,284.0,1,172.0,2.0,1976.0,23.0,30.9,36.6,,gas
1933,2008,5.0,residential,615.0,2,203.0,7.0,1961.0,25.0,29.5,34.1,4321.62,oil
1934,2013,2.0,residential,2730.0,1,-7.0,17.0,1973.0,5.6,18.4,24.3,31270.36,gas
1935,2009,9.0,commercial,301.0,2,337.0,3.0,1992.0,20.3,27.3,33.7,1635.37,elec
1936,2011,10.0,factory,595.0,7,37.0,1.0,1999.0,14.8,23.3,30.8,747.2,elec
1937,2014,7.0,residential,233.0,7,51.0,12.0,1949.0,25.6,,35.8,2821.51,oil
1938,2014,4.0,residential,317.0,6,203.0,28.0,1999.0,21.6,27.4,36.6,9841.71,elec
1939,2007,8.0,factory,371.0,2,117.0,2.0,1945.0,22.0,28.8,36.4,501.35,oil
1940,2012,8.0,commercial,435.0,6,203.0,6.0,1925.0,23.5,29.4,35.8,3887.86,elec
1941,2006,12.0,commercial,1492.0,4,172.0,2.0,1991.0,8.6,14.7,21.7,4912.86,elec
1942,2011,7.0,commercial,836.0,2,12.0,3.0,1971.0,23.8,30.0,,4758.38,elec
1943,2013,11.0,education,1862.0,8,19.0,6.0,1945.0,12.7,19.8,28.5,5984.62,gas
1944,2009,9.0,residential,405.0,2,203.0,19.0,1982.0,23.0,26.7,32.4,6239.18,oil
1945,2010,11.0,office,1292.0,1,37.0,5.0,1992.0,14.5,19.3,23.6,5467.1,gas
1946,2005,3.0,commercial,553.0,4,12.0,2.0,2001.0,16.4,24.2,30.2,,oil
1947,2009,3.0,education,173.0,6,51.0,6.0,1999.0,8.9,22.4,29.0,1312.01,oil
1948,2014,10.0,office,649.0,3,172.0,9.0,2008.0,18.8,24.6,29.5,5195.18,oil
1949,2008,,commercial,339.0,1,37.0,4.0,2009.0,24.4,30.3,36.9,1480.75,oil
1950,2010,10.0,residential,982.0,8,55.0,28.0,1959.0,16.3,23.4,29.9,11599.13,gas
1951,2013,1.0,commercial,589.0,2,12.0,2.0,1956.0,8.5,15.4,21.0,2529.69,oil
1952,2013,9.0,residential,394.0,1,37.0,11.0,1940.0,22.2,27.2,32.2,5023.97,elec
1953,2006,2.0,commercial,129.0,1,337.0,2.0,1952.0,12.0,19.1,28.3,445.0,elec
1954,2007,1.0,commercial,429.0,8,51.0,1.0,1963.0,9.0,15.4,22.6,762.64,oil
1955,2008,2.0,education,439.0,1,19.0,6.0,1989.0,14.2,19.7,25.0,2263.45,gas
1956,2013,2.0,factory,218.0,3,203.0,1.0,1971.0,13.2,18.4,26.6,199.13,oil
1957,2008,6.0,education,608.0,1,203.0,6.0,1950.0,25.9,,36.6,3414.53,oil
1958,2008,7.0,commercial,558.0,2,117.0,3.0,1938.0,21.5,30.6,37.2,2598.58,elec
1959,2014,4.0,residential,679.0,2,37.0,4.0,1987.0,18.6,26.0,33.9,2860.93,elec
1960,2013,8.0,education,256.0,7,37.0,2.0,1946.0,22.1,29.0,37.6,791.35,elec
1961,2010,3.0,commercial,252.0,8,337.0,5.0,1976.0,17.1,23.1,29.2,905.57,gas
1962,2005,3.0,education,585.0,8,12.0,3.0,1924.0,17.1,24.4,30.9,1886.7,oil
1963,2011,7.0,office,1260.0,6,55.0,4.0,1937.0,22.8,30.7,36.2,3124.8,gas
1964,2010,4.0,office,575.0,4,172.0,14.0,1940.0,23.7,27.8,34.2,5739.65,gas
1965,2014,9.0,factory,407.0,4,-7.0,4.0,1979.0,20.3,26.6,31.4,1364.1,elec
1966,2010,8.0,commercial,1105.0,7,117.0,6.0,1966.0,22.5,29.6,39.3,8597.45,oil
1967,2012,9.0,factory,320.0,8,37.0,3.0,1990.0,20.2,,35.8,369.62,gas
1968,2013,3.0,commercial,301.0,7,12.0,2.0,1920.0,19.0,23.7,29.5,918.86,oil
1969,2009,3.0,factory,833.0,2,117.0,4.0,1935.0,18.0,24.7,30.2,2105.55,oil
1970,2014,9.0,education,351.0,6,117.0,1.0,1979.0,20.3,26.2,31.4,295.68,oil
1971,2005,9.0,education,156.0,3,-7.0,3.0,1978.0,21.8,26.5,30.2,32.9,gas
1972,2007,4.0,commercial,551.0,1,203.0,3.0,1927.0,20.2,27.2,34.7,2980.69,elec
1973,2008,9.0,commercial,589.0,2,12.0,2.0,1956.0,19.0,26.9,33.3,1180.99,gas
1974,2005,6.0,residential,244.0,6,117.0,23.0,1994.0,25.6,30.0,36.9,3131.5,gas
1975,2011,5.0,commercial,260.0,7,337.0,6.0,1929.0,22.5,28.8,38.5,1712.91,gas
1976,2010,11.0,commercial,312.0,4,172.0,3.0,1959.0,11.3,19.9,26.6,1772.18,elec
1977,2009,8.0,education,299.0,6,37.0,5.0,1936.0,24.0,29.4,35.2,2009.28,elec
1978,2013,2.0,commercial,524.0,6,117.0,3.0,1929.0,13.6,,27.6,2306.97,oil
1979,2012,12.0,commercial,1105.0,7,117.0,6.0,1966.0,6.1,14.6,23.3,12552.98,elec
1980,2011,12.0,office,1218.0,5,172.0,23.0,1959.0,11.1,15.1,20.4,24255.36,gas
1981,2012,1.0,commercial,339.0,1,12.0,1.0,1926.0,6.4,,22.7,355.31,gas
1982,2009,8.0,factory,1272.0,2,19.0,3.0,1922.0,21.2,29.6,36.4,2147.07,gas
1983,2014,10.0,commercial,2080.0,2,117.0,6.0,2006.0,17.2,,27.8,12511.7,gas
1984,2006,12.0,commercial,215.0,4,37.0,6.0,1981.0,9.1,,21.2,895.78,gas
1985,2009,7.0,residential,317.0,6,12.0,23.0,1945.0,25.4,30.2,37.5,5886.02,oil
1986,2006,10.0,commercial,334.0,8,37.0,4.0,2001.0,13.5,,33.0,2327.38,elec
1987,2006,1.0,factory,937.0,3,37.0,4.0,1969.0,11.3,,22.7,2833.49,elec
1988,2011,5.0,education,439.0,1,19.0,6.0,1989.0,23.5,29.0,35.0,2835.24,oil
1989,2008,8.0,factory,268.0,8,37.0,2.0,1963.0,23.4,28.9,36.4,545.69,elec
1990,2009,9.0,education,581.0,7,337.0,5.0,1984.0,22.5,26.8,30.5,5163.46,elec
1991,2007,6.0,education,1919.0,3,37.0,6.0,1962.0,25.0,30.8,37.7,770.98,gas
1992,2009,3.0,residential,291.0,6,51.0,13.0,1994.0,17.7,23.6,28.2,3270.59,oil
1993,2013,11.0,office,123.0,5,12.0,23.0,1963.0,12.6,19.9,26.4,2449.43,gas
1994,2006,3.0,commercial,524.0,6,117.0,3.0,1929.0,16.9,23.6,31.8,1827.26,oil
1995,2007,1.0,residential,291.0,6,51.0,13.0,1994.0,6.9,14.9,21.3,2322.01,gas
1996,2005,,education,388.0,4,172.0,,1936.0,24.3,30.1,35.5,1314.11,elec
1997,2008,10.0,residential,1024.0,6,203.0,23.0,1967.0,18.0,24.5,29.4,,elec
1998,2012,4.0,commercial,139.0,7,117.0,6.0,1928.0,19.9,26.4,31.3,1804.64,elec
1999,2008,4.0,residential,623.0,8,337.0,26.0,1993.0,20.0,27.8,33.8,6182.32,gas
2000,2012,6.0,factory,306.0,6,337.0,5.0,1989.0,24.6,30.6,36.9,1349.46,elec
2001,2013,12.0,factory,595.0,7,37.0,1.0,1999.0,5.3,14.8,19.7,534.16,oil
2002,2007,10.0,factory,497.0,3,51.0,6.0,1957.0,19.3,23.5,31.8,2076.28,oil
2003,2009,6.0,education,411.0,4,172.0,2.0,1949.0,25.4,31.1,35.7,,gas
2004,2010,3.0,education,411.0,4,172.0,2.0,1949.0,16.9,23.7,32.0,672.72,gas
2005,2013,2.0,education,529.0,1,55.0,4.0,1974.0,14.0,19.8,25.5,1735.67,gas
2006,2011,6.0,commercial,941.0,3,117.0,4.0,1954.0,24.8,30.1,38.5,3884.22,oil
2007,2006,2.0,factory,371.0,2,117.0,2.0,1945.0,11.0,19.3,25.6,689.88,oil
2008,2009,8.0,office,285.0,7,55.0,8.0,1932.0,22.3,,34.6,,elec
2009,2011,7.0,education,565.0,5,117.0,5.0,2006.0,27.3,31.0,38.1,3800.6,elec
2010,2009,11.0,office,176.0,6,55.0,24.0,1972.0,11.4,20.3,26.2,,elec
2011,2010,10.0,commercial,339.0,1,37.0,4.0,2009.0,19.2,24.4,32.8,1174.07,gas
2012,2010,10.0,commercial,213.0,1,172.0,3.0,1960.0,18.1,22.9,29.4,1152.24,elec
2013,2006,6.0,education,594.0,8,203.0,3.0,1936.0,24.6,30.2,36.9,1918.14,oil
2014,2013,3.0,residential,615.0,2,203.0,7.0,,16.1,23.2,30.4,3821.64,oil
2015,2007,6.0,commercial,372.0,6,55.0,3.0,1997.0,26.3,30.4,34.9,1749.89,elec
2016,2010,10.0,factory,268.0,8,37.0,2.0,1963.0,14.9,22.9,29.0,197.4,gas
2017,2005,,office,1296.0,3,12.0,20.0,2008.0,23.9,27.8,31.7,1518.65,gas
2018,2006,8.0,commercial,1869.0,5,117.0,4.0,1987.0,22.2,28.8,40.0,10667.35,elec
2019,2006,5.0,commercial,615.0,6,172.0,5.0,1998.0,21.7,28.7,35.1,2669.1,gas
2020,2012,12.0,education,351.0,6,117.0,1.0,1979.0,6.3,15.1,24.0,287.26,gas
2021,2012,9.0,factory,953.0,2,-7.0,1.0,1982.0,19.9,,32.6,511.83,gas
2022,2009,9.0,commercial,877.0,2,55.0,2.0,1984.0,16.9,26.3,36.6,3630.36,elec
2023,2010,11.0,commercial,260.0,7,337.0,6.0,1929.0,12.7,19.4,24.9,3516.24,elec
2024,2005,12.0,office,285.0,7,55.0,8.0,1932.0,6.7,14.6,21.1,3230.3,elec
2025,2008,6.0,commercial,476.0,7,37.0,4.0,2003.0,20.9,30.1,37.9,1995.6,gas
2026,2011,1.0,commercial,547.0,6,37.0,5.0,1992.0,7.4,14.7,25.0,4603.87,oil
2027,2014,10.0,factory,595.0,7,37.0,1.0,1999.0,16.0,23.9,29.2,318.18,gas
2028,2010,7.0,office,976.0,3,19.0,,2001.0,22.2,29.6,36.8,16923.25,oil
2029,2008,10.0,office,657.0,5,203.0,24.0,1999.0,17.1,23.6,30.5,16874.28,elec
2030,2011,12.0,factory,2362.0,6,117.0,6.0,2007.0,9.0,14.4,21.7,14926.43,oil
2031,2005,8.0,office,435.0,6,117.0,9.0,1990.0,22.2,29.7,35.5,3511.76,oil
2032,2011,10.0,factory,3888.0,8,172.0,1.0,1963.0,16.6,24.1,31.9,3793.37,elec
2033,2013,9.0,commercial,488.0,2,55.0,5.0,1995.0,21.2,26.9,34.5,3663.66,oil
2034,2011,10.0,office,123.0,5,12.0,23.0,1963.0,14.2,22.6,29.2,2377.72,oil
2035,2010,6.0,education,254.0,1,337.0,3.0,1963.0,25.0,30.8,35.0,684.57,gas
2036,2014,4.0,office,921.0,6,51.0,27.0,1979.0,18.9,27.2,33.8,,gas
2037,2014,7.0,commercial,1178.0,4,117.0,3.0,1930.0,23.1,30.1,35.6,5527.46,elec
2038,2009,8.0,commercial,339.0,1,37.0,4.0,2009.0,23.5,28.8,32.7,2338.83,elec
2039,2007,6.0,commercial,260.0,7,337.0,6.0,1929.0,25.1,30.0,35.6,2129.4,oil
2040,2011,9.0,commercial,323.0,1,117.0,5.0,1927.0,20.6,,32.4,2658.94,elec
2041,2011,3.0,commercial,1127.0,6,12.0,2.0,1936.0,15.5,23.6,30.2,2665.05,oil
2042,2005,10.0,office,430.0,6,55.0,14.0,2001.0,16.7,23.5,33.0,4279.1,oil
2043,2014,,commercial,435.0,6,203.0,6.0,1925.0,21.5,,35.3,2152.21,gas
2044,2013,9.0,,256.0,8,-7.0,19.0,2005.0,20.5,26.7,32.7,5694.73,elec
2045,2007,5.0,education,457.0,4,37.0,6.0,1961.0,23.0,29.6,37.4,2346.06,gas
2046,2009,5.0,commercial,624.0,6,55.0,6.0,1978.0,23.6,28.2,33.8,3412.28,gas
2047,2013,11.0,education,529.0,1,55.0,4.0,1974.0,14.1,,26.2,3554.88,elec
2048,2010,7.0,education,837.0,5,203.0,3.0,1934.0,26.6,30.9,37.6,2917.5,elec
2049,2013,10.0,commercial,836.0,2,12.0,3.0,1971.0,14.7,22.6,29.3,2634.1,gas
2050,2010,6.0,office,356.0,1,55.0,25.0,1952.0,24.4,30.0,36.0,5504.21,gas
2051,2012,6.0,commercial,230.0,6,203.0,4.0,1967.0,25.0,30.5,35.4,,elec
2052,2014,3.0,residential,591.0,5,-7.0,20.0,1964.0,14.1,23.4,27.5,9210.7,gas
2053,2012,4.0,factory,407.0,4,-7.0,4.0,1979.0,19.6,26.5,32.2,1234.85,oil
2054,2014,4.0,residential,239.0,5,37.0,18.0,1998.0,19.5,27.3,30.9,3111.5,oil
2055,2006,1.0,commercial,547.0,2,172.0,1.0,1923.0,5.3,14.2,20.0,496.16,gas
2056,2012,5.0,education,338.0,4,117.0,5.0,2007.0,20.1,29.6,34.7,1660.93,oil
2057,2008,2.0,education,525.0,8,117.0,1.0,1993.0,14.4,19.5,24.4,323.42,gas
2058,2014,11.0,factory,388.0,2,337.0,1.0,1941.0,11.0,19.8,27.8,388.94,oil
2059,2010,1.0,office,399.0,5,37.0,15.0,1922.0,7.9,15.2,19.5,5181.99,gas
2060,2011,8.0,factory,323.0,5,117.0,3.0,1963.0,25.0,30.1,35.0,542.49,oil
2061,2013,4.0,office,493.0,1,51.0,28.0,1995.0,18.5,26.7,32.5,11119.74,oil
2062,2007,1.0,commercial,657.0,6,-7.0,1.0,1963.0,6.4,15.5,21.5,570.28,gas
2063,2006,8.0,commercial,312.0,4,172.0,3.0,1959.0,19.1,28.3,35.3,1216.65,oil
2064,2009,,factory,923.0,8,12.0,3.0,1975.0,23.1,28.6,34.4,1781.85,oil
2065,2005,8.0,office,493.0,1,51.0,28.0,1995.0,25.0,29.2,33.8,9435.72,gas
2066,2011,,factory,379.0,2,117.0,1.0,1973.0,23.6,30.1,35.6,256.08,oil
2067,2014,12.0,commercial,553.0,4,12.0,2.0,2001.0,9.9,14.5,23.6,2185.1,elec
2068,2009,11.0,education,565.0,5,117.0,5.0,2006.0,13.2,19.6,24.6,3282.33,elec
2069,2013,2.0,office,493.0,1,51.0,28.0,1995.0,13.7,18.8,22.2,13091.2,oil
2070,2010,1.0,commercial,215.0,4,37.0,6.0,1981.0,10.3,,20.3,1343.66,gas
2071,2012,2.0,commercial,351.0,3,203.0,5.0,1946.0,12.6,19.9,26.3,2167.49,oil
2072,2014,7.0,education,488.0,6,172.0,4.0,2006.0,24.5,30.7,35.3,1670.13,gas
2073,2010,4.0,commercial,129.0,1,337.0,2.0,1952.0,18.0,25.9,32.2,270.41,gas
2074,2012,2.0,residential,591.0,5,-7.0,20.0,1964.0,11.4,19.9,27.1,11503.39,oil
2075,2006,5.0,office,279.0,6,12.0,18.0,1945.0,23.5,,34.6,4896.45,oil
2076,2005,9.0,residential,486.0,2,-7.0,17.0,2006.0,20.9,27.3,33.4,5578.34,gas
2077,2005,4.0,commercial,230.0,6,203.0,4.0,1967.0,21.5,27.4,34.9,718.7,gas
2078,2009,5.0,commercial,360.0,3,12.0,3.0,1948.0,22.6,,34.1,1828.92,elec
2079,2013,9.0,commercial,1127.0,6,12.0,2.0,1936.0,20.5,26.4,32.1,3180.84,elec
2080,2013,11.0,commercial,551.0,1,203.0,3.0,1927.0,12.6,19.1,,2635.41,oil
2081,2010,9.0,residential,648.0,8,172.0,29.0,1937.0,21.2,26.9,,7549.87,gas
2082,2008,4.0,factory,306.0,6,337.0,5.0,1989.0,22.3,27.1,34.9,1029.31,oil
2083,2008,3.0,factory,1515.0,3,117.0,6.0,,17.1,23.9,31.2,361.4,gas
2084,2014,1.0,commercial,575.0,6,19.0,5.0,1979.0,6.8,14.8,23.8,5330.24,oil
2085,2007,5.0,education,2447.0,8,19.0,6.0,1943.0,24.8,29.7,37.1,9044.58,gas
2086,2007,7.0,education,156.0,3,-7.0,3.0,1978.0,23.4,30.6,37.3,622.7,elec
2087,2006,11.0,education,911.0,5,172.0,1.0,1986.0,13.6,19.9,28.3,1169.9,elec
2088,2006,9.0,office,657.0,5,203.0,24.0,1999.0,23.7,28.2,33.7,19284.89,elec
2089,2006,12.0,education,425.0,5,-7.0,4.0,1932.0,8.9,14.8,19.2,1975.21,elec
2090,2010,4.0,commercial,1127.0,6,12.0,2.0,1936.0,21.0,27.2,34.2,2445.59,gas
2091,2007,7.0,commercial,803.0,6,203.0,4.0,1964.0,25.3,30.8,37.7,3507.5,oil
2092,2009,2.0,education,857.0,8,37.0,6.0,1966.0,14.2,19.7,27.0,3443.08,gas
2093,2014,7.0,commercial,365.0,3,203.0,2.0,1963.0,25.5,30.4,38.1,1081.68,elec
2094,2011,4.0,education,647.0,7,51.0,6.0,1995.0,19.5,,31.8,5100.02,elec
2095,2014,8.0,commercial,488.0,2,55.0,5.0,1995.0,22.2,,35.2,4208.51,elec
2096,2011,5.0,commercial,378.0,3,117.0,5.0,1922.0,24.1,29.4,39.1,2667.17,elec
2097,2012,2.0,commercial,551.0,1,203.0,3.0,1927.0,9.6,19.7,26.6,1732.53,gas
2098,2014,10.0,office,423.0,7,37.0,4.0,1991.0,17.0,23.8,28.6,2506.19,elec
2099,2012,4.0,commercial,489.0,6,37.0,2.0,1934.0,20.6,26.7,32.1,1014.58,oil
2100,2006,5.0,office,1266.0,6,37.0,29.0,1952.0,21.4,29.4,36.4,26177.08,gas
2101,2010,10.0,factory,388.0,2,337.0,1.0,1941.0,17.9,24.2,29.9,198.46,gas
2102,2012,3.0,commercial,501.0,8,117.0,6.0,2009.0,15.5,22.8,30.1,4760.54,elec
2103,2007,3.0,commercial,657.0,6,-7.0,1.0,1963.0,17.1,23.8,32.3,598.79,gas
2104,2005,1.0,office,623.0,2,172.0,8.0,1974.0,8.7,14.9,20.5,5526.26,elec
2105,2013,2.0,residential,464.0,3,12.0,3.0,2001.0,11.9,18.9,25.5,1325.96,elec
2106,2010,9.0,commercial,589.0,2,12.0,2.0,1956.0,21.4,27.4,36.0,2336.59,elec
2107,2005,,office,976.0,3,19.0,26.0,2001.0,20.5,27.7,33.0,30694.81,elec
2108,2006,7.0,commercial,252.0,8,337.0,5.0,1976.0,25.3,30.5,37.9,1795.89,elec
2109,2005,5.0,commercial,1869.0,5,117.0,4.0,1987.0,22.8,29.0,35.2,8167.87,oil
2110,2012,12.0,residential,661.0,5,-7.0,12.0,1938.0,9.3,14.2,22.0,6475.32,gas
2111,2006,1.0,office,356.0,1,55.0,25.0,1952.0,7.9,15.5,22.5,12276.93,oil
2112,2009,3.0,factory,987.0,5,203.0,2.0,1934.0,16.6,23.2,27.1,1886.16,elec
2113,2007,9.0,office,474.0,2,51.0,26.0,1992.0,19.8,27.2,36.2,8825.22,gas
2114,2014,11.0,education,173.0,6,51.0,6.0,1999.0,14.1,19.8,27.7,1172.78,oil
2115,2009,7.0,residential,3228.0,3,-7.0,5.0,,23.7,31.0,37.0,16106.43,elec
2116,2005,4.0,education,351.0,6,117.0,1.0,1979.0,21.2,27.6,34.0,313.37,gas
2117,2008,2.0,office,429.0,8,203.0,11.0,1927.0,11.3,19.8,26.3,4833.84,oil
2118,2013,12.0,commercial,230.0,6,203.0,4.0,1967.0,8.6,14.3,22.7,1370.43,elec
2119,2009,7.0,commercial,312.0,4,172.0,3.0,1959.0,25.0,30.3,34.5,1180.54,oil
2120,2010,10.0,office,423.0,7,37.0,4.0,1991.0,16.1,24.0,30.8,1961.37,elec
2121,2011,1.0,residential,460.0,7,55.0,21.0,1967.0,10.6,14.5,21.1,10325.41,oil
2122,2007,9.0,commercial,813.0,3,12.0,4.0,1961.0,21.8,26.7,30.4,3515.67,oil
2123,2005,7.0,residential,648.0,8,172.0,29.0,1937.0,22.0,30.3,36.1,12532.38,oil
2124,2005,5.0,education,338.0,4,117.0,5.0,2007.0,22.9,29.5,35.2,2384.93,elec
2125,2005,7.0,residential,2730.0,1,-7.0,17.0,1973.0,26.4,30.4,36.1,,elec
2126,2013,1.0,residential,258.0,3,51.0,9.0,1962.0,8.5,14.6,23.3,1966.57,oil
2127,2005,3.0,factory,240.0,3,37.0,5.0,1957.0,16.2,,31.1,952.56,elec
2128,2012,8.0,commercial,657.0,6,-7.0,1.0,1963.0,21.5,29.3,35.5,789.19,oil
2129,2008,2.0,commercial,260.0,4,117.0,4.0,2009.0,12.3,18.8,26.8,1809.44,oil
2130,2005,2.0,,277.0,1,172.0,10.0,1928.0,10.9,,25.3,1893.43,gas
2131,2005,5.0,office,1292.0,1,37.0,5.0,1992.0,23.2,29.3,35.2,3784.91,gas
2132,2008,5.0,,545.0,5,19.0,4.0,2002.0,25.1,30.2,37.3,2799.54,elec
2133,2006,4.0,commercial,844.0,3,-7.0,2.0,1996.0,18.7,,34.2,1658.97,oil
2134,2009,12.0,office,460.0,3,12.0,16.0,1981.0,8.1,15.3,22.8,8531.71,elec
2135,2006,2.0,office,575.0,4,172.0,14.0,1940.0,15.9,19.5,22.7,10929.46,oil
2136,2010,2.0,education,187.0,1,172.0,4.0,2002.0,13.2,19.5,26.2,1105.84,elec
2137,2007,7.0,factory,1005.0,4,172.0,6.0,1953.0,27.6,31.3,36.6,3889.12,oil
2138,2011,12.0,office,956.0,2,51.0,13.0,2002.0,8.3,15.0,23.7,15311.3,elec
2139,2008,7.0,,427.0,4,55.0,1.0,1946.0,22.6,29.6,35.3,602.58,elec
2140,2010,2.0,office,435.0,6,117.0,9.0,1990.0,12.4,19.6,26.4,4384.8,elec
2141,2006,12.0,education,585.0,8,12.0,3.0,1924.0,7.3,13.5,24.2,2263.19,elec
2142,2005,6.0,education,508.0,2,19.0,3.0,2006.0,24.4,30.8,38.6,1333.74,oil
2143,2012,2.0,commercial,547.0,6,37.0,5.0,1992.0,9.9,19.2,26.9,,gas
2144,2014,7.0,commercial,334.0,8,37.0,4.0,2001.0,23.8,30.4,37.6,1604.8,oil
2145,2011,6.0,commercial,1127.0,6,12.0,2.0,1936.0,21.3,30.8,37.5,2953.64,oil
2146,2012,3.0,education,812.0,7,337.0,3.0,2008.0,17.4,22.7,27.3,4122.7,oil
2147,2010,11.0,commercial,524.0,6,117.0,3.0,1929.0,10.8,,23.4,2504.3,oil
2148,2006,12.0,office,430.0,6,55.0,14.0,2001.0,6.7,15.7,25.1,7300.01,oil
2149,2008,9.0,residential,394.0,1,37.0,11.0,1940.0,20.8,,33.4,2412.33,gas
2150,2013,8.0,commercial,831.0,8,172.0,2.0,1933.0,23.4,28.9,35.3,934.82,gas
2151,2005,8.0,education,1527.0,5,117.0,3.0,1983.0,22.9,28.5,35.7,6163.02,elec
2152,2012,8.0,office,968.0,3,-7.0,3.0,1965.0,23.3,28.7,35.7,3073.59,elec
2153,2013,5.0,office,1418.0,5,12.0,20.0,1964.0,25.7,29.8,37.9,26893.5,gas
2154,2011,6.0,education,857.0,8,37.0,6.0,1966.0,25.8,30.1,34.0,6979.96,elec
2155,2013,7.0,commercial,813.0,3,12.0,4.0,1961.0,26.0,30.4,36.6,3900.84,elec
2156,2010,5.0,residential,591.0,5,-7.0,20.0,1964.0,23.8,29.2,35.3,9649.3,gas
2157,2008,7.0,factory,342.0,4,172.0,2.0,,26.0,30.6,36.0,381.67,gas
2158,2005,2.0,,429.0,8,51.0,1.0,1963.0,12.1,19.3,24.7,294.92,gas
2159,2005,9.0,office,479.0,1,203.0,27.0,,20.7,26.7,31.1,15209.21,elec
2160,2005,8.0,office,474.0,2,51.0,26.0,1992.0,19.3,,37.7,11461.68,oil
2161,2009,8.0,commercial,854.0,4,337.0,1.0,1936.0,24.9,30.2,38.0,741.27,gas
2162,2011,4.0,education,812.0,7,337.0,3.0,2008.0,18.8,27.0,32.4,4141.59,elec
2163,2014,,residential,800.0,7,203.0,2.0,1978.0,24.6,29.3,35.3,2225.66,elec
2164,2008,8.0,office,474.0,2,51.0,26.0,1992.0,19.7,28.3,34.8,9665.71,gas
2165,2014,12.0,commercial,1571.0,5,-7.0,,1990.0,9.1,15.0,20.5,13399.03,oil
2166,2008,11.0,commercial,734.0,3,337.0,6.0,1952.0,10.4,19.4,24.6,5030.73,oil
2167,2007,11.0,education,338.0,4,117.0,5.0,2007.0,13.8,,28.4,2742.67,elec
2168,2006,4.0,residential,291.0,6,51.0,,1994.0,18.6,,33.8,2788.45,oil
2169,2013,5.0,commercial,589.0,2,12.0,2.0,1956.0,22.5,29.6,34.4,1462.18,gas
2170,2014,11.0,education,388.0,4,172.0,2.0,1936.0,13.2,19.1,23.8,1149.85,elec
2171,2010,7.0,office,623.0,2,172.0,8.0,1974.0,25.9,30.7,37.7,6447.3,elec
2172,2014,12.0,office,1210.0,1,117.0,7.0,2004.0,4.7,14.4,,11408.28,oil
2173,2006,8.0,commercial,232.0,5,172.0,3.0,1976.0,24.0,28.4,33.1,803.49,gas
2174,2014,5.0,education,473.0,2,337.0,5.0,1995.0,20.0,29.1,34.9,3671.24,elec
2175,2011,5.0,residential,350.0,3,19.0,22.0,1963.0,22.4,28.9,37.2,6081.08,oil
2176,2007,5.0,office,968.0,3,-7.0,3.0,1965.0,21.4,29.8,34.1,3366.32,elec
2177,2010,1.0,commercial,1265.0,7,117.0,3.0,1971.0,7.9,15.5,24.2,8553.93,elec
2178,2006,3.0,office,277.0,1,172.0,10.0,1928.0,16.6,23.0,30.2,2073.76,gas
2179,2008,9.0,commercial,339.0,1,37.0,4.0,2009.0,22.0,26.4,31.6,1332.68,oil
2180,2014,4.0,commercial,657.0,5,337.0,1.0,1964.0,20.4,27.1,32.2,655.39,oil
2181,2008,8.0,commercial,657.0,5,337.0,1.0,1964.0,22.3,29.0,33.5,758.47,gas
2182,2008,9.0,office,423.0,7,37.0,4.0,1991.0,21.1,26.6,34.7,,gas
2183,2014,5.0,office,286.0,3,55.0,15.0,1937.0,21.7,29.3,34.7,3463.32,oil
2184,2005,8.0,residential,863.0,5,19.0,4.0,1940.0,25.2,29.6,33.6,2213.69,oil
2185,2014,6.0,education,2447.0,8,19.0,6.0,1943.0,25.8,30.4,35.7,20926.43,elec
2186,2005,2.0,residential,405.0,2,203.0,19.0,1982.0,12.2,18.7,25.6,6924.6,oil
2187,2013,7.0,education,451.0,1,337.0,5.0,1993.0,24.0,,35.7,1849.69,gas
