,0,1,2,3,5,6,7,10,17,18,21,22,23
2271,e,f,f,n,-2.68,f,0,t,w,o,6,57.60093457,-97.32774761
2272,e,f,f,g,2.87,,-1,t,w,o,1,57.51837015,-97.37250914
2273,e,x,y,e,5.35,f,-1,t,w,o,7,57.12362569,-97.62960772
2274,e,f,f,g,7.25,f,-1,t,w,o,5,57.41253012,-99.42002723
2275,e,x,y,n,-0.03,f,-1,t,w,o,-6,57.50105957,-98.89895356
2276,e,x,f,e,4.62,f,-1,t,w,o,9,57.40140681,-98.99454412
2277,e,x,f,n,-1.59,f,-1,t,w,o,6,57.84014495,-99.08189844
2278,e,x,f,g,-8.32,f,-1,t,w,o,3,57.5307703,-98.12584263
2279,e,f,f,g,-3.52,f,-1,t,w,o,11,57.61625222,-98.12003362
2280,e,x,f,n,2.73,f,-1,t,w,o,5,57.48064678,-97.61971515
2281,e,x,y,n,0.62,f,-1,t,w,o,-3,57.56937122,-99.05392828
2282,e,x,f,e,-0.11,f,-1,t,w,o,4,57.68794123,-97.89037769
2283,e,f,f,g,-1.43,f,-1,t,w,o,-2,57.35066697,-97.52854601
2284,e,x,y,n,7.05,f,-1,t,w,o,4,57.68895015,-99.46564686
2285,p,x,s,p,1.83,f,0,e,w,o,-6,57.29215805,-97.99959137
2286,e,f,y,g,-1.14,f,,t,w,o,10,57.64292912,-99.56006491
2287,e,f,f,n,8.37,f,-1,t,w,o,8,58.14008212,-98.6436082
2288,p,f,s,n,-0.3,f,-1,e,w,o,2,57.79505932,-98.54379843
2289,e,x,y,n,0.89,f,-1,t,w,o,-2,57.72751828,-98.35142175
2290,e,x,y,g,-1.62,f,-1,t,w,o,6,58.082525,-98.2162402
2291,e,x,y,e,3.38,f,-1,t,w,o,3,57.82560204,-99.58435833
2292,e,x,y,e,-2.26,f,-1,t,w,o,5,57.29351155,-97.88279768
2293,e,x,y,e,-3.2,f,-1,t,w,o,1,57.63707255,-94.79923324
2294,e,x,f,g,-1.81,f,-1,t,w,o,-2,57.19367162,-97.4201459
2295,e,f,s,w,-1.84,f,0,t,w,o,2,57.64560155,-98.72776104
2296,e,x,y,g,6.59,f,-1,t,w,o,7,57.51250477,-99.45028233
2297,e,x,f,n,-3.9,f,,t,w,o,10,57.36671266,-98.08861178
2298,e,x,f,n,0.26,f,-1,t,w,o,-6,57.74224409,-99.82412066
2299,e,x,y,g,-5.37,f,-1,t,w,o,1,57.26434479,-97.81938228
2300,e,x,y,e,-1.52,f,-1,t,w,o,4,57.16716357,-97.24894356
2301,e,x,y,n,-3.61,f,-1,t,w,o,9,57.36226816,-99.33386164
2302,e,x,f,g,3.26,f,-1,t,w,o,3,57.23278468,-98.84970813
2303,e,x,f,g,2.64,f,-1,t,w,o,1,57.32039539,-97.9414865
2304,e,x,y,g,5.97,f,-1,t,w,o,6,57.81145717,-98.13575264
2305,e,x,y,g,-1.98,f,-1,t,w,o,-6,57.29080445,-97.12275224
2306,e,f,y,g,-4.12,f,-1,t,w,o,5,57.56912673,-99.26822839
2307,e,x,f,e,-4.18,f,-1,t,w,o,2,57.27470499,-98.81296318
2308,e,x,y,e,0.54,f,-1,t,w,o,0,57.63418293,-99.00745987
2309,e,x,f,n,0.39,f,-1,t,w,o,8,57.22237434,-99.3335316
2310,e,x,f,n,7.06,f,-1,t,w,o,4,57.13939768,-97.91707699
2311,e,f,f,n,1.77,f,-1,t,w,o,2,57.44922456,-98.98387752
2312,e,f,f,n,3.99,f,-1,t,w,o,2,57.46610859,-98.50648107
2313,e,x,y,g,4.14,f,-1,t,w,o,2,57.62613009,-97.12847036
2314,e,x,f,e,-4.85,f,-1,t,w,o,10,57.40146933,-99.17119271
2315,e,f,y,n,9.86,f,-1,t,w,o,1,57.54764854,-98.05727546
2316,e,x,y,e,-2.04,f,-1,t,w,o,2,57.5420608,-98.5126155
2317,e,f,y,n,-6.57,f,-1,t,w,o,1,57.42309352,-97.80472606
2318,e,x,y,g,-6.52,f,-1,t,w,o,0,57.72058839,-98.23836099
2319,e,f,f,n,-4.29,f,-1,t,w,o,5,57.80413124,-98.83312985
2320,e,x,y,g,2.85,f,-1,t,w,o,2,57.77309332,-97.2091415
2321,e,x,y,e,5.76,f,,t,w,o,5,57.54139579,-97.22509166
2322,e,x,y,n,-5.42,f,-1,t,w,o,7,57.94505759,-98.2455659
2323,e,x,f,g,3.89,f,-1,t,w,o,-4,58.01578823,-99.08271246
2324,e,x,f,e,7.64,f,-1,t,w,o,11,57.53446214,-98.98675533
2325,e,x,f,n,8.21,f,-1,t,w,o,1,57.68395884,-98.74561359
2326,e,f,f,n,2.61,f,-1,t,w,o,1,57.45258133,-98.01747879
2327,e,f,y,g,5.84,f,-1,t,w,o,6,57.87352229,-98.42295142
2328,e,x,f,n,1.07,f,-1,t,w,o,1,57.60366866,-98.98342136
2329,e,x,y,e,2.5,f,-1,t,w,o,0,57.51047731,-99.43250239
2330,e,f,f,n,-4.91,f,-1,t,w,o,3,57.33168423,-99.94774221
2331,e,x,y,n,-4.27,f,-1,t,w,o,3,57.63011004,-98.66610818
2332,e,f,f,n,2.87,f,-1,t,w,o,-3,57.35425358,-98.52398796
2333,e,x,y,e,-1.41,f,-1,t,w,o,1,57.31669506,-97.395824
2334,e,x,y,e,1.59,f,-1,t,w,o,1,57.40844521,-98.20526118
2335,e,x,f,g,3.39,f,-1,t,w,o,-4,57.68931511,-96.90284465
2336,e,x,f,g,1.59,f,-1,t,w,o,2,57.36477299,-99.38080738
2337,e,f,f,e,1.24,f,-1,t,w,o,3,57.34673953,-98.46728665
2338,e,x,f,n,-0.96,f,-1,t,w,o,2,57.42213665,-99.99529694
2339,e,x,y,e,-2.28,f,-1,t,w,o,6,57.70862596,-96.63274554
2340,e,x,y,g,-1.11,f,-1,t,w,o,5,57.43863422,-98.62066941
2341,e,x,y,g,1.37,f,-1,t,w,o,4,57.54440661,-98.95005263
2342,e,x,f,e,-0.61,f,-1,t,w,o,-3,57.59876188,-99.07773916
2343,e,f,f,n,-0.71,f,-1,t,w,o,7,57.87242456,-97.57985969
2344,e,x,y,n,6.03,f,-1,t,w,o,2,57.82316798,-97.84984243
2345,e,x,y,g,3.3,f,-1,t,w,o,0,57.82356459,-100.8568418
2346,e,x,f,w,-3.65,f,0,t,w,o,5,57.48560845,-97.74638671
2347,e,f,y,g,-1.32,f,-1,t,w,o,4,57.7104515,-98.735872
2348,e,f,s,g,-6.09,f,0,t,w,o,8,57.26642278,-99.78170627
2349,e,f,f,n,2.27,f,-1,t,w,o,3,57.76615235,-98.77778522
2350,e,x,y,e,-0.9,f,-1,t,w,o,-4,57.76497419,-99.36096124
2351,p,f,y,w,4.37,f,-1,e,w,o,-1,57.55191098,-98.29421239
2352,e,x,y,g,-7.18,f,-1,t,w,o,2,57.50207554,-98.26704501
2353,e,f,f,n,-1,f,-1,t,w,o,5,57.50063762,-98.40048143
2354,e,x,f,g,-4,f,-1,t,w,o,0,57.59687981,-98.09477422
2355,e,x,f,e,-4.78,f,-1,t,w,o,4,57.54939195,-98.57144414
2356,e,f,f,g,4.28,f,-1,t,w,o,5,57.74248941,-99.65472948
2357,e,x,y,n,-2.13,f,-1,t,w,o,6,57.01736552,-100.6578951
2358,e,x,y,e,1.36,f,-1,t,w,o,5,57.26671723,-97.44824797
2359,e,x,y,n,4.39,f,-1,t,w,o,1,57.18719177,-96.25107934
2360,e,x,y,n,3.66,f,-1,t,w,o,5,57.21957512,-98.19105143
2361,e,f,f,n,-3.19,f,-1,t,w,o,4,57.6769979,-99.20292399
2362,e,x,y,g,0.01,f,-1,t,w,o,9,57.55050378,-97.39190826
2363,e,x,y,n,-0.61,f,-1,t,w,o,-5,57.49278084,-100.170877
2364,e,x,f,e,-4.09,f,-1,t,w,o,5,57.55235418,-97.13880695
2365,e,f,f,n,-5.08,f,-1,t,w,o,-2,57.75006224,-96.98122809
2366,e,x,f,e,-2.32,f,-1,t,w,o,-4,57.4612483,-95.91567808
2367,e,f,s,w,-2.03,f,0,t,w,o,24,57.20863062,-98.46946995
2368,e,x,y,n,-3.92,f,-1,t,w,o,-1,57.58082205,-97.93746302
2369,e,x,f,g,-0.49,f,-1,t,w,o,2,57.65926162,-98.48436036
2370,e,x,f,n,-3.41,f,-1,t,w,o,5,57.47334406,-96.77197149
2371,e,x,f,e,-4.58,,-1,t,w,o,4,56.97683751,-96.8199628
2372,e,f,f,n,-5.78,f,-1,t,w,o,3,57.67232595,-99.39937854
2373,e,x,f,n,-0.66,f,-1,t,w,o,8,57.58752281,-99.03838969
2374,e,x,y,n,-4.04,f,-1,t,w,o,-1,57.60500131,-98.21609257
2375,p,f,s,w,11.48,f,-1,e,w,o,-2,57.834292,-96.89531274
2376,e,x,f,g,1.06,f,-1,t,w,o,-2,57.17657311,-98.53607283
2377,e,f,s,w,-2.68,f,0,t,w,o,8,57.76628933,-98.9945288
2378,e,x,s,g,0.41,f,0,t,w,o,-1,57.82691381,-99.16742724
2379,e,x,f,g,4.08,f,-1,t,w,o,2,57.33424059,-98.95436929
2380,e,f,f,n,1.71,f,-1,t,w,o,-3,57.28912739,-98.81626618
2381,e,x,f,e,-1.12,f,-1,t,w,o,1,57.82486197,-98.36630716
2382,e,x,y,g,4.21,f,-1,t,w,o,-2,57.22506531,-97.88566729
2383,e,f,f,n,0.64,f,-1,t,w,o,3,57.63167711,-97.96812945
2384,e,x,f,n,-0.22,f,-1,t,w,o,2,57.8474158,-99.23536034
2385,p,x,f,g,10.34,f,,e,w,o,7,57.56197653,-98.34643162
2386,e,x,y,e,-3.61,f,-1,t,w,o,0,57.28007917,-98.72688173
2387,e,x,f,n,-2.84,f,0,t,w,o,24,57.17899888,-98.04847975
2388,p,x,s,w,7.21,f,-1,e,w,o,-1,57.51953216,-98.2149159
2389,e,x,y,g,-3.49,f,-1,t,w,o,3,57.28185079,-98.15529136
2390,e,f,f,n,3.09,f,-1,t,w,o,6,57.73143167,-97.25873832
2391,e,x,f,n,0.68,f,-1,t,w,o,5,57.6256836,-97.15908394
2392,e,x,y,g,2.64,f,-1,t,w,o,3,57.53888855,-96.24865883
2393,e,x,y,g,-6.3,f,-1,t,w,o,7,57.55520244,-99.48953103
2394,e,f,f,n,1.94,f,-1,t,w,o,3,57.23303068,-98.25961042
2395,e,f,f,n,1.55,f,-1,t,w,o,-1,57.11114817,-99.69334221
2396,e,x,f,g,-0.91,f,-1,t,w,o,5,57.31306487,-97.34670915
2397,e,f,f,g,0.23,f,-1,t,w,o,9,57.24072886,-99.31257357
2398,e,x,y,e,-0.49,f,-1,t,w,o,2,58.03848815,-98.65685097
2399,e,x,f,e,4.58,f,-1,t,w,o,4,57.65675384,-98.65010224
2400,p,x,s,w,10.16,f,-1,e,w,o,4,57.457077,-99.37566938
2401,e,f,f,g,3.53,f,-1,t,w,o,4,57.33803304,-97.94180353
2402,e,x,f,g,-0.47,f,-1,t,w,o,-4,57.34453483,-97.35330139
2403,e,f,y,e,7.77,f,-1,t,w,o,2,57.343659,-98.52746106
2404,e,f,y,g,2.52,f,-1,t,w,o,6,57.396537,-98.43189664
2405,e,x,y,n,2.67,f,,t,w,o,5,57.27802962,-98.33229175
2406,e,x,y,e,3.71,f,-1,t,w,o,2,57.26353449,-97.6199202
2407,e,x,f,e,2.92,f,-1,t,w,o,4,57.50507496,-99.41319732
2408,e,x,y,e,-5.26,f,-1,t,w,o,2,57.35427608,-96.79501107
2409,e,f,f,g,-1.01,f,-1,t,w,o,15,57.79134316,-97.47413741
2410,e,x,f,g,-0.32,f,-1,t,w,o,6,57.40594525,-97.73242081
2411,e,f,f,n,-0.44,f,-1,t,w,o,0,57.25602405,-97.2887271
2412,e,x,y,n,-4.32,f,-1,t,w,o,-2,57.90658975,-97.42191761
2413,e,x,y,g,7.59,f,-1,t,w,o,4,57.72267779,-96.12593783
2414,e,x,f,g,-4.21,f,-1,t,w,o,2,57.41761382,-97.24338125
2415,e,x,y,n,-2.44,f,-1,t,w,o,0,57.43517354,-96.47150494
2416,e,f,f,n,5.02,f,-1,t,w,o,1,57.50062636,-97.70069812
2417,e,x,y,n,3.78,f,-1,t,w,o,5,57.37505251,-97.63639219
2418,e,x,y,n,1.97,f,,t,w,o,0,57.60448243,-100.5076568
2419,e,f,f,n,-4.62,f,-1,t,w,o,8,57.24784476,-99.38336087
2420,e,x,f,n,2.65,f,,t,w,o,-1,57.57300699,-98.00051579
2421,e,x,f,n,-2.86,f,-1,t,w,o,4,57.27035305,-100.1562197
2422,e,x,y,n,4.99,f,-1,t,w,o,-2,57.67113873,-97.77145235
2423,e,f,f,g,1.09,f,-1,t,w,o,-1,57.28422275,-98.44779965
2424,e,x,f,e,0.25,f,-1,t,w,o,0,57.80012435,-95.90514802
2425,e,f,f,n,2.17,f,-1,t,w,o,2,57.83077418,-96.59062292
2426,p,x,s,p,0.39,f,-1,e,w,o,4,56.90379804,-99.06964639
2427,e,x,f,e,-1.08,,-1,t,w,o,0,57.89712591,-97.58221878
2428,e,f,f,n,1.91,f,-1,t,w,o,1,57.39610257,-95.63850604
2429,e,x,f,n,2.07,,-1,t,w,o,3,57.78856014,-97.03407581
2430,e,f,f,e,2.28,f,-1,t,w,o,3,57.51878576,-98.71507208
2431,e,x,y,e,-0.76,f,-1,t,w,o,3,57.47580668,-97.67427336
2432,e,x,f,g,4.95,f,-1,t,w,o,1,58.1184201,-97.38285626
2433,e,x,f,g,-2.58,f,-1,t,w,o,3,57.57210898,-97.73487224
2434,e,x,f,g,-0.52,f,-1,t,w,o,0,57.35626492,-98.67610663
2435,e,x,f,g,-0.09,f,-1,t,w,o,3,57.17142556,-98.86737598
2436,e,f,f,g,0.9,f,-1,t,w,o,1,57.51465608,-96.85949902
2437,e,x,f,e,-2,f,-1,t,w,o,1,57.82567983,-97.9748359
2438,e,f,y,n,1.09,f,-1,t,w,o,9,57.57499395,-99.08340138
2439,e,f,y,e,-0.77,f,-1,t,w,o,3,57.27324153,-97.02892058
2440,e,x,y,g,2.75,f,-1,t,w,o,-1,57.77273506,-98.45175831
2441,e,x,y,g,-3.93,f,-1,t,w,o,-4,57.84130626,-97.76028538
2442,e,x,f,g,-2.19,f,-1,t,w,o,2,57.32148277,-98.65945332
2443,p,x,f,g,-0.6,f,-1,e,w,o,0,57.37963867,-97.85194928
2444,e,x,y,n,1.76,f,-1,t,w,o,9,57.54728043,-98.39606682
2445,e,x,y,e,1.09,f,-1,t,w,o,-6,57.75047355,-96.95672448
2446,e,x,f,n,-4.11,f,-1,t,w,o,5,57.3522737,-97.54188364
2447,e,f,f,n,4.42,f,-1,t,w,o,4,57.63850216,-99.29774789
2448,e,f,f,n,-3.17,f,-1,t,w,o,-2,57.64433249,-97.97846857
2449,e,f,f,g,1.09,f,-1,t,w,o,-1,57.70383845,-100.1897974
2450,e,f,f,g,-2.28,f,-1,t,w,o,3,57.51569034,-98.12007843
2451,e,x,y,g,9.36,f,-1,t,w,o,-3,57.4160265,-96.45168273
2452,e,x,f,g,-3.37,f,0,t,w,o,26,57.52047376,-97.61411375
2453,e,x,y,g,-4.98,f,-1,t,w,o,4,57.30655625,-97.11963925
2454,e,x,f,e,6.43,f,-1,t,w,o,3,57.60947271,-98.93728204
2455,e,f,f,n,-2.71,f,-1,t,w,o,4,58.01403383,-97.23955861
2456,e,x,y,e,2.88,f,-1,t,w,o,0,57.69973684,-99.68033638
2457,e,x,f,g,5.73,f,-1,t,w,o,4,58.11714194,-98.24253067
2458,e,x,f,n,-1.48,f,-1,t,w,o,0,57.76990968,-98.0209563
2459,e,x,y,e,1.16,f,-1,t,w,o,-2,58.11606798,-98.53582308
2460,e,x,f,n,-3.13,f,-1,t,w,o,6,57.48201612,-95.38903034
2461,e,f,f,g,6.61,f,-1,t,w,o,-1,57.15767635,-99.65042174
2462,e,x,y,g,-1.62,f,,t,w,o,-6,57.48101676,-98.57986112
2463,e,x,y,g,-2.18,f,-1,t,w,o,2,57.23780517,-98.4645178
2464,e,f,f,n,-1.79,f,-1,t,w,o,-1,57.17739603,-98.1286743
2465,e,x,f,g,4.62,f,-1,t,w,o,7,57.86146988,-98.29787769
2466,e,f,f,n,4.96,f,-1,t,w,o,5,57.37582543,-97.24950448
2467,e,x,y,e,4.46,f,-1,t,w,o,0,57.48082332,-96.54105745
2468,e,x,f,n,4.58,f,-1,t,w,o,1,10,-100.425408
2469,e,x,y,g,-3.86,f,-1,t,w,o,8,57.49862408,-99.65602722
2470,e,f,f,g,-3.68,f,-1,t,w,o,7,57.42620481,-97.762747
2471,e,x,f,g,3.46,f,-1,t,w,o,2,57.38826468,-96.27299221
2472,e,x,f,n,2.13,f,-1,t,w,o,-3,57.40439794,-97.27975909
2473,e,x,y,g,6.52,f,-1,t,w,o,2,57.5982543,-99.67736266
2474,e,x,y,g,9.6,f,-1,t,w,o,4,57.60406853,-99.4037777
2475,e,x,y,e,-1.72,f,-1,t,w,o,5,57.40077919,-97.92767638
2476,e,x,y,n,-1.37,f,-1,t,w,o,9,57.05553314,-97.81327091
2477,e,x,y,g,5.39,f,-1,,w,o,-8,57.47007149,-96.87355206
2478,p,f,y,n,4.28,f,-1,e,w,o,13,57.97471835,-97.82300678
2479,e,x,s,g,4.61,f,0,t,w,o,9,57.86074183,-97.69363261
2480,e,x,f,g,-3.11,f,,t,w,o,-2,57.31745076,-98.3651517
2481,e,x,f,e,0.76,f,-1,,w,o,-1,57.56045167,-100.1865984
2482,p,x,s,p,5.23,,0,e,w,o,4,57.224618,-97.00846581
2483,e,x,y,n,2.52,f,-1,t,w,o,2,57.90682736,-97.40923972
2484,e,x,f,e,5.18,f,-1,t,w,o,3,57.08264416,-97.54713885
2485,e,x,y,n,-1.77,f,-1,t,w,o,0,57.52627759,-98.67960374
2486,e,x,y,e,1.32,f,,t,w,,12,57.75179208,-97.8794541
2487,e,x,s,w,-1.21,f,0,t,w,o,7,57.55498103,-97.17520941
2488,e,f,f,g,0.22,f,,t,w,o,10,57.5355915,-99.01062528
2489,e,x,y,g,-6.84,f,-1,t,w,o,3,57.13130257,-96.53243521
2490,e,x,y,g,3.15,f,-1,t,w,o,4,57.52560674,-97.65739525
2491,e,x,f,e,-2.24,f,,t,w,o,8,57.91932707,-96.60793387
2492,e,x,y,g,-0.5,f,-1,t,w,o,5,58.06659397,-97.04087423
2493,e,x,y,g,4.51,f,-1,t,w,o,9,57.3671847,-98.60061124
2494,e,x,f,e,-1.02,f,-1,t,w,o,3,57.43683794,-97.54149554
2495,p,f,y,w,5.42,f,-1,e,w,o,4,57.79145502,-98.90392022
2496,e,f,f,n,-2.31,f,-1,t,w,o,7,57.17966757,-98.78314728
2497,e,x,f,e,3.94,f,-1,t,w,o,1,57.28615728,-98.5285362
2498,e,x,f,e,7.12,,-1,t,w,o,1,57.02241795,-97.24277186
2499,e,x,y,g,5.23,f,-1,t,w,o,9,57.50588623,-97.10755552
2500,e,f,s,w,-5.92,f,0,t,w,o,11,57.64901397,-97.54433836
2501,e,x,f,n,-3.92,f,0,t,w,o,22,57.90067892,-97.21574502
2502,e,x,f,n,-2.07,f,-1,t,w,o,8,57.89512092,-96.44561357
2503,e,f,f,n,5.55,f,-1,t,w,o,7,57.3423624,-98.71995289
2504,e,x,y,e,-3.62,f,-1,t,w,o,0,57.66331327,-97.77797707
2505,e,x,y,e,2.41,,-1,t,w,o,4,57.3397051,-96.37798658
2506,e,x,y,e,2.88,f,-1,t,w,o,2,57.47118762,-97.93498351
2507,e,f,f,n,-2.62,f,-1,t,w,o,-3,57.70572261,-99.22085471
2508,e,x,f,g,0.77,f,-1,t,w,o,3,57.95900268,-97.2875702
2509,e,f,f,n,6.61,f,-1,t,w,o,13,57.22322961,-98.12743422
2510,e,f,f,e,-6.16,f,-1,t,w,o,-2,57.15780631,-98.27167324
2511,e,x,y,e,1.29,f,-1,t,w,o,5,57.67099803,-97.3027323
2512,p,x,s,w,1.88,f,0,e,w,o,5,57.85293394,-98.62146621
2513,e,f,f,n,1.22,f,-1,t,w,o,3,57.78285949,-98.1188807
2514,e,f,f,g,0.93,f,-1,t,w,o,1,57.5364654,-98.48319104
2515,e,f,f,n,-4.17,f,-1,t,w,o,1,57.37886067,-99.66196187
2516,e,x,y,n,0.38,f,-1,t,w,o,9,57.78788609,-97.61187543
2517,e,x,f,e,-3.03,f,-1,t,w,o,5,57.38824173,-97.7074936
2518,e,f,s,w,-0.88,f,0,t,w,o,10,57.4855611,-97.97676395
2519,e,x,y,g,2.13,f,-1,t,w,o,1,57.08138932,-98.80827215
2520,e,x,f,e,-4.85,f,-1,t,w,o,6,57.62925579,-97.33386966
2521,e,f,f,n,1.22,f,-1,t,w,o,1,57.28865137,-98.74836011
2522,e,f,f,n,2.55,f,-1,t,w,o,-7,57.46647344,-98.22973575
2523,e,x,y,n,-1.01,f,-1,t,w,o,0,57.07745346,-98.61258053
2524,e,x,y,g,5.38,f,,t,w,o,5,57.01068856,-98.67899112
2525,e,x,y,n,6.49,f,-1,t,w,o,6,57.55268097,-97.58409905
2526,e,x,f,g,-1.42,f,-1,t,w,o,7,57.62708593,-98.35137372
2527,e,x,y,n,-6.38,f,-1,t,w,o,5,57.39635296,-98.6085576
2528,e,x,y,n,3.16,f,-1,t,w,o,6,57.49660332,-99.38052975
2529,e,f,f,n,0.22,f,-1,t,w,o,-2,57.66448923,-98.01457597
2530,e,x,y,g,5.53,f,-1,t,w,o,1,57.59285336,-97.58885174
2531,e,x,y,e,-0.25,f,-1,t,w,o,0,57.77323328,-99.49428393
2532,e,x,y,n,1.27,f,-1,t,w,o,5,57.86779525,-98.07278678
2533,p,x,f,g,2.72,f,-1,e,w,o,3,57.32506103,-98.44762195
2534,e,f,f,g,-1.92,f,-1,t,w,o,0,57.74222161,-96.51897168
2535,e,x,y,e,1.34,f,-1,t,w,o,-6,57.39849263,-100.1595931
2536,p,x,f,g,9.23,f,-1,e,w,o,7,57.99325297,-99.51093499
2537,e,x,y,e,-1.17,f,-1,t,w,o,7,57.60722446,-97.33109384
2538,e,x,f,e,-0.97,f,-1,t,w,o,-1,57.40433142,-98.50186169
2539,p,x,f,g,-4.88,f,-1,e,w,o,-3,57.72688578,-97.92011483
2540,p,x,f,p,5.68,f,0,e,w,o,9,57.86022888,-98.74458562
2541,e,x,f,g,-1.34,f,-1,t,w,o,8,57.83684939,-99.15201438
2542,e,f,f,g,0.03,f,-1,t,w,o,1,57.32326091,-100.8255515
2543,e,x,f,g,-2.7,f,-1,t,w,o,6,57.28027238,-98.4346692
2544,e,x,y,g,9.67,f,-1,t,w,o,-5,57.72411962,-97.97772689
2545,e,x,y,g,3.34,f,-1,t,w,o,3,57.88396537,-98.29392012
2546,e,f,f,g,-7.32,f,-1,t,w,o,6,57.72636174,-99.1052678
2547,e,x,f,g,-0.09,f,-1,t,w,o,-1,57.5895358,-98.3070544
2548,e,x,f,e,2.71,f,-1,t,w,o,5,57.28137668,-98.01554081
2549,e,x,f,n,1.44,f,-1,t,w,o,2,57.0801872,-99.15824426
2550,e,x,y,n,2.54,f,-1,t,w,o,13,57.41929396,-95.66436277
2551,e,f,f,n,0.49,,-1,t,w,o,0,57.69819919,-98.90192975
2552,e,f,f,n,6.04,f,,t,w,o,0,57.04901327,-96.81821569
2553,e,f,f,g,2.63,f,-1,t,w,o,2,57.40702049,-96.6646863
2554,e,x,f,g,-2.43,f,-1,t,w,o,-3,57.29698842,-99.27356145
2555,e,x,y,n,0.56,f,-1,t,w,o,-1,57.43099096,-98.68978716
2556,e,x,y,e,-2.9,f,-1,t,w,o,1,57.34557419,-98.18827093
2557,e,f,f,n,-3.59,,-1,t,w,o,3,57.40205009,-99.86919563
2558,e,x,y,g,-6.58,f,-1,t,w,o,8,57.65307356,-96.90159368
2559,e,x,y,n,2.63,f,-1,t,w,o,1,57.5802714,-96.93659955
2560,p,x,f,w,5.75,f,-1,e,w,o,-2,57.70309078,-99.32165049
2561,e,f,f,n,-4.09,f,-1,t,w,o,4,57.15270319,-95.62974747
2562,e,x,y,e,7.56,f,-1,t,w,o,0,57.44180889,-99.48453817
2563,e,x,y,n,4.82,f,-1,t,w,o,1,57.60527318,-97.99280169
2564,e,f,f,g,-5.41,f,-1,t,w,o,5,57.78523775,-97.97737045
2565,e,x,f,e,-1.87,f,-1,t,w,o,2,57.75181263,-98.32682069
2566,p,x,f,g,3.14,f,-1,e,w,o,5,57.63452004,-97.01884104
2567,e,x,y,e,-2.64,f,-1,t,w,o,6,57.71966583,-98.4756006
2568,e,f,f,g,2.48,f,-1,t,w,o,2,58.03722698,-97.5144258
2569,e,f,y,e,-2.79,f,-1,t,w,o,0,57.66358358,-97.80713545
2570,e,x,f,e,-2.57,f,-1,t,w,o,-2,57.1099091,-98.2824304
2571,p,x,f,g,4.77,f,-1,e,w,o,7,57.70925398,-97.74544694
2572,e,x,y,n,-1.54,f,-1,t,w,o,-2,57.93949141,-97.09320331
2573,e,x,y,n,-0.41,f,-1,t,w,o,6,57.28967154,-97.78534375
2574,e,x,y,n,-0.55,f,-1,t,w,o,9,57.54701066,-97.01550297
2575,e,x,y,n,-1.9,f,-1,t,w,o,1,57.52286863,-97.32102701
2576,e,x,y,g,2.64,f,-1,t,w,o,4,57.60457852,-97.48215487
2577,e,x,y,n,5.06,f,-1,t,w,o,-3,57.51408952,-97.55562828
2578,e,x,f,g,-0.64,f,-1,,w,o,4,57.59948808,-97.99683022
2579,e,x,y,e,4.93,,-1,t,w,o,0,56.96150543,-97.69212282
2580,e,x,y,e,0.39,f,-1,t,w,o,4,57.30327415,-98.4399901
2581,e,x,y,g,0.85,f,,t,w,o,2,57.84847874,-98.32123414
2582,e,f,f,e,-1.29,f,-1,t,w,o,4,57.84011903,-96.86875228
2583,e,f,f,n,2.21,f,-1,t,w,o,-6,57.89407499,-98.61742014
2584,e,f,f,n,0.39,,-1,t,w,o,1,57.30289324,-96.03990308
2585,e,x,y,g,-2.58,f,-1,t,w,o,10,57.35237716,-98.22978647
2586,e,x,y,g,-1.87,f,-1,t,w,o,-1,57.57145182,-96.47895444
2587,e,x,f,e,3.13,f,-1,t,w,o,2,57.41507038,-99.32375917
2588,e,f,f,n,1.43,f,-1,t,w,o,-1,57.43590589,-99.48371955
2589,e,f,f,n,-0.86,f,-1,t,w,o,7,57.75598485,-98.87613955
2590,e,x,y,e,2.16,f,-1,t,w,o,4,57.49985254,-98.22417233
2591,e,x,y,n,5.23,f,-1,t,w,o,7,57.68600227,-97.87563552
2592,e,f,f,n,1.68,f,-1,t,w,o,0,57.81427487,-98.91689242
2593,e,f,f,n,3.23,f,-1,t,w,o,3,57.35384109,-98.12300719
2594,p,x,f,g,3.04,,-1,e,w,o,2,57.79436037,-98.09821327
2595,e,x,f,g,0.28,f,-1,t,w,o,2,57.60565355,-98.51746566
2596,e,x,y,n,5.16,f,-1,t,w,o,4,57.75393753,-99.01014692
2597,e,x,f,g,-1.29,f,-1,t,w,o,4,57.63271008,-99.4673963
2598,e,x,f,g,-0.98,f,-1,t,w,o,4,57.49538743,-97.55273526
2599,e,x,y,g,3.54,f,-1,t,w,o,3,57.34825297,-98.68715482
2600,e,f,f,n,-2.64,f,-1,t,w,o,3,57.47656354,-96.97985725
2601,e,f,f,g,10.09,f,-1,t,w,o,3,57.84122661,-97.47359098
2602,e,x,y,n,-1.51,f,-1,t,w,o,5,57.57820069,-98.13404389
2603,e,x,f,e,2.93,f,-1,t,w,o,-4,57.3021112,-95.42885647
2604,e,f,f,n,-2.7,f,-1,t,w,o,-2,57.42485199,-98.03045551
2605,p,x,f,g,6.82,f,-1,e,w,o,-1,57.52402297,-99.09041332
2606,e,x,f,e,1.35,f,-1,t,w,o,7,57.53189734,-95.9214448
2607,e,f,f,n,1,f,-1,t,w,o,-3,57.43073093,-96.78009805
