measure,year,month,sector,size,district,elevation,floors,built,tmp_min,tmp_mean,tmp_max,cost,source
2122,2010.0,10.0,,863.0,5,19.0,4.0,1940.0,13.5,23.2,,3008.13,elec
2123,2010.0,6.0,residential,258.0,3,51.0,9.0,1962.0,25.2,30.2,34.6,1687.1,oil
2124,2012.0,2.0,commercial,317.0,8,51.0,2.0,1976.0,,20.2,24.6,1039.67,oil
2125,2014.0,6.0,commercial,1178.0,4,117.0,3.0,1930.0,24.4,30.6,38.4,7272.97,elec
2126,2012.0,5.0,,547.0,7,203.0,1.0,1979.0,22.4,30.0,36.2,546.02,gas
2127,2008.0,7.0,education,508.0,2,19.0,3.0,2006.0,22.7,31.0,36.9,2365.74,elec
2128,2005.0,8.0,commercial,305.0,2,55.0,,1997.0,18.8,29.0,35.4,1397.83,gas
2129,2007.0,6.0,education,1114.0,4,51.0,4.0,1924.0,25.1,30.1,35.0,3812.55,gas
2130,,4.0,residential,179.0,3,12.0,7.0,1978.0,20.0,26.7,32.1,831.23,oil
2131,2013.0,10.0,,360.0,3,12.0,3.0,1948.0,14.2,23.3,29.4,1600.3,elec
2132,2013.0,10.0,commercial,203.0,6,117.0,4.0,1953.0,18.3,22.9,27.8,1464.2,elec
2133,2005.0,1.0,education,187.0,1,172.0,4.0,2002.0,11.1,16.0,22.0,1286.63,oil
2134,2010.0,2.0,residential,163.0,1,12.0,21.0,1989.0,13.9,20.0,27.1,3277.86,elec
2135,2013.0,1.0,residential,1068.0,1,12.0,11.0,1946.0,8.3,15.5,25.1,14307.47,oil
2136,2013.0,5.0,factory,388.0,2,337.0,1.0,1941.0,,29.5,35.0,274.65,oil
2137,2005.0,7.0,education,312.0,1,-7.0,1.0,1941.0,25.4,30.9,38.1,255.92,gas
2138,2006.0,8.0,commercial,122.0,6,117.0,1.0,1997.0,22.4,29.2,33.4,111.19,gas
2139,2006.0,10.0,,187.0,1,172.0,4.0,2002.0,16.8,23.8,28.6,700.13,oil
2140,2005.0,2.0,commercial,357.0,7,337.0,6.0,1921.0,10.4,19.6,24.2,4179.61,oil
2141,2005.0,9.0,residential,1085.0,5,37.0,7.0,1928.0,,27.1,36.7,6966.74,elec
2142,2007.0,10.0,,218.0,3,203.0,1.0,1971.0,18.4,24.2,31.2,110.92,oil
2143,2005.0,12.0,residential,880.0,5,12.0,8.0,2000.0,8.6,15.1,19.8,6008.37,gas
2144,2009.0,8.0,,1105.0,7,117.0,,1966.0,22.0,29.3,36.2,7941.68,gas
2145,2011.0,10.0,factory,579.0,7,337.0,1.0,1929.0,19.1,23.6,31.2,503.38,elec
2146,2005.0,2.0,commercial,813.0,3,12.0,4.0,1961.0,14.0,19.1,22.4,4143.54,oil
2147,2014.0,11.0,,460.0,3,12.0,16.0,1981.0,14.0,18.5,27.3,7805.11,oil
2148,2012.0,10.0,factory,306.0,6,337.0,5.0,1989.0,16.1,23.7,29.7,640.3,gas
2149,2011.0,10.0,residential,1085.0,5,37.0,7.0,1928.0,17.3,23.8,29.9,6200.21,gas
2150,2010.0,4.0,office,1266.0,6,37.0,29.0,1952.0,19.1,25.6,32.0,27205.07,oil
2151,2013.0,9.0,education,488.0,6,172.0,4.0,2006.0,18.7,26.3,31.9,1524.9,gas
2152,2014.0,4.0,commercial,388.0,4,37.0,3.0,1970.0,20.7,27.4,35.6,,oil
2153,2008.0,12.0,office,956.0,2,51.0,13.0,2002.0,8.0,14.2,19.2,21024.15,oil
2154,2007.0,9.0,education,326.0,7,12.0,5.0,1983.0,20.4,26.7,34.2,1603.82,gas
2155,2007.0,3.0,commercial,657.0,2,19.0,5.0,1972.0,17.2,23.6,30.5,5949.27,elec
2156,2005.0,8.0,education,301.0,4,19.0,6.0,1937.0,22.9,29.1,35.6,1545.21,gas
2157,2007.0,10.0,education,222.0,4,117.0,,,16.7,23.7,32.8,330.34,gas
2158,2006.0,5.0,commercial,1178.0,4,117.0,3.0,1930.0,22.6,28.4,35.2,4052.08,oil
2159,2006.0,9.0,factory,349.0,6,172.0,3.0,1958.0,21.1,26.9,32.8,581.87,oil
2160,2009.0,2.0,education,256.0,7,37.0,2.0,1946.0,10.2,18.9,25.9,438.07,gas
2161,2005.0,7.0,education,442.0,5,337.0,5.0,1922.0,21.9,30.2,35.5,2297.48,elec
2162,2006.0,11.0,education,299.0,6,37.0,5.0,1936.0,9.6,18.2,24.1,2231.99,oil
2163,2007.0,10.0,office,1266.0,6,37.0,29.0,1952.0,18.3,23.6,,31066.76,oil
2164,2013.0,,factory,218.0,3,203.0,1.0,1971.0,6.3,14.5,20.6,172.6,oil
2165,2014.0,10.0,commercial,284.0,1,172.0,2.0,1976.0,19.0,23.5,,569.44,gas
2166,2011.0,9.0,commercial,,8,19.0,4.0,1987.0,21.0,26.6,30.8,2064.54,oil
2167,2012.0,12.0,residential,317.0,6,203.0,28.0,1999.0,9.7,14.2,26.9,11379.28,oil
2168,2009.0,4.0,office,,6,12.0,9.0,1940.0,21.7,27.0,32.3,15737.4,elec
2169,2009.0,9.0,commercial,635.0,2,12.0,5.0,2008.0,22.8,27.7,34.0,6571.49,elec
2170,2006.0,10.0,commercial,588.0,2,12.0,4.0,1963.0,14.4,23.0,31.0,2694.83,gas
2171,2011.0,10.0,office,439.0,8,117.0,9.0,1987.0,13.6,23.7,32.3,4469.37,elec
2172,2007.0,9.0,office,373.0,8,203.0,16.0,1940.0,20.7,26.1,34.6,4422.29,oil
2173,2006.0,8.0,commercial,312.0,4,172.0,3.0,1959.0,19.1,28.3,35.3,1216.65,oil
2174,2005.0,7.0,residential,350.0,3,19.0,22.0,1963.0,23.5,31.1,35.5,6985.44,elec
2175,2009.0,2.0,residential,689.0,5,51.0,22.0,1931.0,13.6,19.2,,12595.89,oil
2176,2011.0,5.0,residential,623.0,1,51.0,26.0,1999.0,23.8,29.6,,13645.2,oil
2177,2014.0,2.0,residential,228.0,1,55.0,22.0,1960.0,14.6,19.6,27.8,5471.99,oil
2178,2014.0,1.0,factory,1515.0,3,117.0,6.0,1934.0,8.3,15.2,21.3,6872.04,elec
2179,2014.0,1.0,,1178.0,4,117.0,,1930.0,9.0,14.0,21.1,5236.54,elec
2180,2009.0,2.0,commercial,734.0,3,337.0,6.0,1952.0,13.7,19.6,25.3,344.04,gas
2181,2009.0,11.0,residential,800.0,7,203.0,2.0,1978.0,14.3,19.8,27.2,,gas
2182,2005.0,4.0,commercial,425.0,8,117.0,3.0,1956.0,17.8,26.3,32.1,1487.88,oil
2183,2013.0,12.0,commercial,553.0,4,12.0,2.0,2001.0,7.5,14.4,18.4,2422.78,oil
2184,2005.0,12.0,education,493.0,2,51.0,2.0,1993.0,5.8,15.4,22.6,1676.36,elec
2185,2008.0,9.0,residential,880.0,5,12.0,8.0,2000.0,22.0,26.8,30.1,5485.9,gas
2186,2007.0,11.0,factory,287.0,8,203.0,5.0,1923.0,12.6,18.3,28.2,1377.33,oil
2187,2006.0,9.0,office,1296.0,3,12.0,20.0,2008.0,21.4,26.6,32.5,,oil
2188,2013.0,12.0,factory,595.0,7,37.0,1.0,1999.0,5.3,14.8,19.7,534.16,oil
2189,2014.0,3.0,office,435.0,6,117.0,9.0,1990.0,19.8,23.9,29.4,3053.7,oil
2190,,3.0,factory,1272.0,2,19.0,3.0,1922.0,17.3,23.9,30.3,,elec
2191,2007.0,11.0,commercial,157.0,6,12.0,3.0,1921.0,11.1,19.3,26.8,849.31,elec
2192,2012.0,3.0,residential,623.0,1,51.0,26.0,1999.0,18.1,24.2,30.8,,gas
2193,2006.0,6.0,office,956.0,2,51.0,,2002.0,24.6,30.0,34.7,10171.08,gas
2194,2008.0,5.0,commercial,290.0,2,51.0,4.0,2003.0,24.5,29.5,37.2,1107.57,gas
2195,2014.0,2.0,office,286.0,3,55.0,15.0,1937.0,10.7,19.2,25.6,4396.0,oil
2196,2005.0,7.0,education,857.0,8,37.0,6.0,1966.0,,31.0,37.4,8026.95,elec
2197,2006.0,12.0,commercial,941.0,3,117.0,4.0,1954.0,8.9,13.5,19.4,294.04,gas
2198,2014.0,7.0,,390.0,7,55.0,15.0,1933.0,25.8,30.2,34.7,7459.45,elec
2199,2014.0,1.0,commercial,425.0,8,117.0,3.0,1956.0,9.0,15.1,21.0,2236.66,oil
2200,2013.0,11.0,office,489.0,2,19.0,18.0,2005.0,11.3,20.1,27.1,6303.11,gas
2201,2009.0,2.0,factory,243.0,8,19.0,2.0,1983.0,10.9,18.6,,353.14,oil
2202,2008.0,5.0,office,373.0,8,203.0,16.0,1940.0,24.6,29.9,,7088.55,elec
2203,2013.0,8.0,office,176.0,6,55.0,24.0,1972.0,23.7,29.0,33.9,5203.97,elec
2204,2005.0,10.0,education,814.0,1,55.0,5.0,1935.0,17.5,23.1,29.1,4501.9,oil
2205,2009.0,9.0,residential,239.0,5,37.0,18.0,1998.0,19.1,26.0,32.2,2496.03,oil
2206,2006.0,8.0,commercial,1105.0,7,117.0,6.0,1966.0,22.3,29.8,37.6,13150.74,elec
2207,2014.0,5.0,education,608.0,1,203.0,6.0,1950.0,24.0,29.6,37.5,2992.31,gas
2208,2006.0,4.0,commercial,339.0,1,37.0,4.0,2009.0,18.4,26.8,33.3,2551.45,elec
2209,2013.0,2.0,commercial,,2,12.0,2.0,1956.0,12.2,19.3,27.8,2133.41,elec
2210,2007.0,9.0,office,582.0,4,37.0,3.0,1975.0,18.6,26.4,33.1,2771.95,elec
2211,2008.0,9.0,office,176.0,6,55.0,24.0,1972.0,22.1,27.0,34.8,3129.98,oil
2212,2006.0,3.0,education,608.0,1,203.0,6.0,1950.0,17.3,23.6,33.0,,gas
2213,2007.0,6.0,commercial,589.0,2,12.0,2.0,1956.0,27.6,31.3,35.6,1828.63,elec
2214,2012.0,1.0,factory,520.0,7,117.0,2.0,1964.0,7.1,15.1,20.1,904.18,elec
2215,2011.0,10.0,factory,240.0,3,37.0,5.0,1957.0,16.6,23.0,29.3,1134.0,elec
2216,2013.0,6.0,office,549.0,8,19.0,3.0,1972.0,24.4,30.7,,1583.62,elec
2217,2008.0,5.0,commercial,184.0,4,-7.0,2.0,1926.0,21.8,29.3,36.8,443.05,oil
2218,2013.0,2.0,education,326.0,7,12.0,5.0,1983.0,14.0,19.8,24.8,3149.16,elec
2219,2009.0,6.0,commercial,,7,203.0,1.0,1979.0,24.7,29.8,37.6,937.03,elec
2220,2007.0,3.0,factory,595.0,7,37.0,1.0,1999.0,17.8,23.4,,507.49,oil
2221,2012.0,2.0,education,,1,172.0,4.0,2002.0,12.2,18.7,26.1,1055.58,elec
2222,2008.0,10.0,office,921.0,6,51.0,27.0,1979.0,15.8,23.1,31.0,14646.66,gas
2223,2010.0,1.0,residential,880.0,5,12.0,8.0,2000.0,8.1,14.8,22.4,5485.9,gas
2224,2012.0,4.0,commercial,301.0,2,337.0,3.0,1992.0,23.1,27.5,34.1,905.29,gas
2225,2007.0,5.0,,464.0,3,12.0,3.0,2001.0,22.7,29.9,36.7,1389.1,elec
2226,2014.0,5.0,commercial,301.0,7,12.0,2.0,1920.0,24.3,30.1,34.6,944.99,oil
2227,2007.0,3.0,,577.0,6,203.0,3.0,1941.0,18.4,23.3,29.3,1419.58,oil
2228,2009.0,10.0,commercial,912.0,6,172.0,6.0,1951.0,17.4,23.8,29.2,6662.0,oil
2229,2012.0,4.0,residential,924.0,7,203.0,25.0,1931.0,22.2,27.5,36.1,30794.15,elec
2230,,11.0,office,943.0,8,37.0,,1925.0,15.4,19.3,24.8,7467.05,elec
2231,2010.0,8.0,education,1919.0,3,37.0,,1962.0,23.9,29.4,36.4,12609.21,oil
2232,2010.0,3.0,,1919.0,3,37.0,6.0,1962.0,15.3,22.3,27.4,14623.7,elec
2233,2011.0,7.0,education,453.0,5,55.0,2.0,1937.0,24.0,30.5,35.4,,elec
2234,2010.0,2.0,residential,449.0,1,337.0,29.0,1926.0,12.8,19.3,27.2,14437.68,elec
2235,2011.0,6.0,commercial,489.0,6,37.0,2.0,1934.0,25.0,30.8,37.1,1014.58,oil
2236,2007.0,6.0,office,,1,55.0,25.0,1952.0,24.0,30.1,39.0,7821.76,gas
2237,2009.0,2.0,education,301.0,4,19.0,6.0,1937.0,13.3,19.9,27.1,2413.91,oil
2238,2008.0,2.0,,,5,-7.0,4.0,1932.0,13.3,19.6,29.5,2287.08,elec
2239,2012.0,9.0,commercial,1265.0,7,117.0,3.0,1971.0,18.9,25.3,33.3,5816.67,elec
2240,2008.0,7.0,education,299.0,6,37.0,5.0,1936.0,25.8,30.3,36.0,,oil
2241,2007.0,1.0,commercial,488.0,2,55.0,5.0,1995.0,10.1,14.6,19.7,4839.79,elec
2242,2005.0,11.0,office,172.0,1,19.0,23.0,1947.0,13.7,19.4,24.4,2317.82,gas
2243,2008.0,1.0,office,172.0,1,19.0,23.0,1947.0,7.2,15.6,23.2,5981.47,elec
2244,2009.0,10.0,factory,819.0,3,37.0,,2006.0,16.3,23.1,30.0,3554.32,oil
2245,2007.0,,factory,520.0,7,117.0,2.0,1964.0,24.6,30.6,35.0,,oil
2246,2005.0,4.0,commercial,451.0,2,12.0,2.0,1981.0,21.7,27.2,34.2,1300.18,oil
2247,2013.0,9.0,,457.0,4,37.0,6.0,1961.0,,26.9,32.3,3099.06,oil
2248,2012.0,10.0,commercial,351.0,3,203.0,5.0,1946.0,15.3,23.1,28.5,143.96,gas
2249,2005.0,5.0,education,545.0,5,19.0,4.0,2002.0,23.0,29.9,35.2,2588.58,gas
2250,2008.0,2.0,education,299.0,6,37.0,5.0,1936.0,13.7,19.3,26.3,2304.89,oil
2251,2006.0,3.0,education,525.0,8,117.0,1.0,1993.0,19.0,23.1,28.7,641.39,elec
2252,2006.0,2.0,commercial,854.0,4,337.0,,1936.0,11.6,19.4,,1968.44,elec
2253,2006.0,5.0,commercial,553.0,4,12.0,2.0,2001.0,,30.7,34.5,1204.73,oil
2254,2007.0,2.0,education,814.0,1,55.0,5.0,1935.0,13.2,19.4,28.1,5618.66,oil
2255,2013.0,5.0,factory,349.0,6,172.0,3.0,1958.0,23.0,30.2,36.3,535.54,gas
2256,2013.0,,office,1218.0,5,172.0,23.0,1959.0,19.2,30.4,35.8,32834.65,elec
2257,2007.0,9.0,residential,1068.0,1,12.0,11.0,1946.0,21.7,26.9,32.6,6194.84,gas
2258,2012.0,8.0,commercial,1178.0,4,117.0,3.0,1930.0,21.4,28.9,36.9,3681.01,gas
2259,2013.0,3.0,education,351.0,6,117.0,,1979.0,19.6,23.0,29.4,313.37,gas
2260,2013.0,9.0,office,659.0,7,117.0,22.0,1920.0,20.4,26.9,33.6,10337.07,gas
2261,2009.0,10.0,residential,317.0,6,12.0,23.0,1945.0,16.7,23.7,28.8,5893.19,oil
2262,2007.0,,education,911.0,5,,1.0,1986.0,20.7,26.4,32.8,1002.77,elec
2263,2012.0,10.0,office,976.0,3,19.0,26.0,2001.0,19.5,23.1,30.6,1628.38,gas
2264,2009.0,4.0,education,861.0,7,19.0,5.0,2003.0,19.6,26.8,34.4,4051.69,gas
2265,2013.0,11.0,education,1013.0,4,117.0,6.0,1977.0,12.6,18.7,23.0,3617.63,gas
2266,2012.0,11.0,office,582.0,4,37.0,3.0,1975.0,14.3,19.7,25.5,1353.15,gas
2267,2014.0,7.0,office,1249.0,6,12.0,9.0,1940.0,21.3,29.7,,,elec
2268,2008.0,2.0,commercial,351.0,3,203.0,5.0,1946.0,13.3,19.9,27.8,137.1,gas
2269,2012.0,6.0,commercial,575.0,6,19.0,5.0,1979.0,21.6,29.8,34.2,3610.42,oil
2270,2010.0,6.0,education,173.0,6,51.0,6.0,1999.0,23.9,30.1,35.4,1604.33,elec
2271,2011.0,12.0,commercial,301.0,2,337.0,3.0,1992.0,3.9,15.4,22.4,819.08,gas
2272,2006.0,2.0,factory,833.0,2,117.0,4.0,1935.0,12.3,19.6,25.2,3078.77,elec
2273,2010.0,2.0,commercial,129.0,1,337.0,2.0,1952.0,10.2,20.3,25.5,223.38,gas
2274,2009.0,10.0,residential,258.0,3,51.0,9.0,1962.0,15.4,23.1,28.4,110.78,gas
2275,2005.0,4.0,commercial,553.0,4,12.0,2.0,2001.0,20.1,26.3,32.0,1458.36,oil
2276,2010.0,9.0,education,254.0,1,337.0,3.0,1963.0,19.0,26.4,30.7,595.27,gas
2277,2008.0,5.0,,954.0,8,117.0,27.0,1943.0,22.9,29.0,34.3,10865.96,gas
2278,2014.0,1.0,commercial,615.0,6,172.0,5.0,1998.0,6.0,13.3,,2669.1,gas
2279,2013.0,7.0,education,1013.0,4,117.0,6.0,1977.0,25.9,30.8,36.2,5674.79,oil
2280,2009.0,11.0,factory,323.0,5,117.0,3.0,1963.0,12.8,18.8,25.4,719.13,gas
2281,2008.0,4.0,,368.0,7,-7.0,1.0,1932.0,20.9,27.6,33.7,,elec
2282,2014.0,3.0,office,277.0,1,172.0,10.0,1928.0,19.3,24.4,29.4,2254.09,gas
2283,2005.0,1.0,residential,,1,12.0,11.0,1946.0,5.9,14.2,21.0,12434.08,elec
2284,2009.0,7.0,residential,291.0,6,51.0,13.0,1994.0,23.8,30.8,35.3,3319.58,oil
2285,2011.0,11.0,commercial,239.0,7,117.0,6.0,1959.0,9.1,19.3,26.4,2585.79,elec
2286,2006.0,3.0,factory,,7,117.0,2.0,1964.0,17.0,23.5,31.5,1054.87,elec
2287,2013.0,11.0,office,582.0,4,37.0,3.0,1975.0,13.1,19.9,26.7,2049.08,oil
2288,2009.0,12.0,office,176.0,6,55.0,24.0,1972.0,7.0,15.0,22.0,,oil
2289,2010.0,8.0,education,451.0,5,203.0,4.0,1978.0,21.7,29.2,35.7,1689.39,oil
2290,2007.0,12.0,factory,3888.0,8,172.0,1.0,1963.0,5.7,14.7,20.4,1431.87,gas
2291,2005.0,12.0,commercial,312.0,4,172.0,3.0,1959.0,8.6,14.5,18.9,1463.98,elec
2292,2008.0,2.0,residential,530.0,3,19.0,17.0,2007.0,9.0,19.1,26.8,9372.16,oil
2293,2007.0,7.0,education,301.0,4,19.0,6.0,1937.0,24.8,30.0,36.2,1478.03,gas
2294,2013.0,6.0,office,1418.0,5,12.0,20.0,1964.0,23.9,29.7,33.8,29232.07,gas
2295,2008.0,2.0,factory,371.0,2,117.0,2.0,1945.0,13.0,18.6,25.3,788.45,elec
2296,2005.0,3.0,education,647.0,7,51.0,6.0,1995.0,14.5,23.7,30.3,,gas
2297,2005.0,8.0,education,599.0,1,337.0,2.0,1946.0,23.4,28.9,34.7,1932.13,elec
2298,2014.0,3.0,education,243.0,8,19.0,6.0,1991.0,,24.0,28.6,898.17,gas
2299,2005.0,12.0,office,1218.0,5,172.0,23.0,1959.0,5.5,15.1,21.3,31407.06,elec
2300,2007.0,1.0,residential,1186.0,3,117.0,5.0,1999.0,9.0,16.0,23.1,5521.14,oil
2301,2014.0,,office,577.0,6,203.0,3.0,1941.0,14.8,23.2,29.5,1180.54,gas
2302,2011.0,12.0,office,813.0,8,-7.0,20.0,2000.0,6.2,14.6,19.7,9798.93,gas
2303,2006.0,7.0,office,1218.0,5,172.0,,1959.0,24.0,31.4,38.9,27720.41,gas
2304,2006.0,9.0,commercial,451.0,2,12.0,2.0,1981.0,20.0,27.1,,947.35,gas
2305,2005.0,4.0,education,,1,337.0,5.0,1993.0,18.7,26.7,31.6,2919.18,oil
2306,2005.0,8.0,,1515.0,3,117.0,6.0,1934.0,20.4,27.3,33.5,304.33,gas
2307,2009.0,3.0,education,814.0,1,55.0,5.0,1935.0,17.0,23.2,29.9,3497.43,gas
2308,2009.0,8.0,residential,317.0,6,12.0,23.0,1945.0,22.2,28.9,35.1,5630.11,oil
2309,2010.0,8.0,residential,379.0,8,19.0,27.0,1941.0,21.0,29.8,35.5,9897.11,elec
2310,2014.0,5.0,commercial,615.0,6,172.0,5.0,1998.0,24.6,29.0,35.7,2669.1,gas
2311,,12.0,office,439.0,8,117.0,9.0,1987.0,8.0,15.1,24.1,2028.29,gas
2312,2007.0,3.0,commercial,360.0,3,12.0,3.0,1948.0,18.6,24.2,30.9,1344.51,oil
2313,2008.0,1.0,factory,937.0,3,37.0,4.0,1969.0,8.3,14.3,20.7,,elec
2314,2014.0,2.0,commercial,589.0,2,12.0,,1956.0,14.2,20.2,26.1,1293.47,gas
2315,2009.0,1.0,residential,1024.0,6,203.0,23.0,1967.0,7.8,15.1,21.5,12484.92,gas
2316,2012.0,12.0,factory,625.0,2,51.0,1.0,1975.0,8.2,14.6,21.5,696.49,oil
2317,2007.0,8.0,office,249.0,6,337.0,3.0,1940.0,24.7,29.7,37.8,640.93,oil
2318,2011.0,9.0,commercial,388.0,4,37.0,3.0,1970.0,19.9,26.7,37.1,2108.05,elec
2319,2010.0,12.0,education,837.0,5,203.0,3.0,1934.0,8.2,13.0,19.4,3071.05,elec
2320,2006.0,11.0,commercial,290.0,2,-7.0,5.0,1981.0,13.3,19.8,,2751.06,elec
2321,2007.0,8.0,commercial,1265.0,7,117.0,3.0,1971.0,23.4,29.0,34.8,3409.35,gas
2322,2013.0,1.0,education,861.0,7,19.0,,2003.0,8.9,15.2,23.4,9864.67,oil
2323,2012.0,11.0,residential,405.0,2,203.0,19.0,1982.0,13.8,20.0,26.6,8532.22,elec
2324,2010.0,12.0,residential,,6,12.0,23.0,1945.0,5.3,14.6,21.2,7716.79,elec
2325,2014.0,10.0,office,,7,117.0,22.0,1920.0,16.2,22.4,26.7,14367.37,oil
2326,2011.0,10.0,factory,3888.0,8,172.0,1.0,1963.0,16.6,24.1,31.9,3793.37,elec
2327,2011.0,7.0,factory,371.0,2,117.0,2.0,1945.0,24.4,30.3,35.7,379.53,gas
2328,2008.0,7.0,factory,579.0,7,337.0,1.0,1929.0,24.9,29.5,34.8,559.31,elec
2329,2009.0,3.0,education,254.0,1,337.0,3.0,1963.0,18.3,23.6,29.3,867.68,oil
2330,2007.0,,commercial,599.0,8,337.0,1.0,1948.0,17.7,26.0,32.9,1043.49,elec
2331,2007.0,8.0,education,473.0,2,337.0,5.0,1995.0,22.5,28.2,35.0,1935.52,gas
2332,2005.0,10.0,education,529.0,1,55.0,4.0,1974.0,17.8,23.7,30.2,1900.97,gas
2333,2009.0,7.0,,163.0,1,12.0,21.0,1989.0,24.7,30.2,35.7,2402.95,oil
2334,2008.0,11.0,commercial,932.0,5,117.0,6.0,1958.0,8.6,19.4,26.3,7423.97,gas
2335,2009.0,6.0,commercial,442.0,1,172.0,5.0,1953.0,24.8,29.8,33.5,1913.48,gas
2336,2014.0,4.0,residential,317.0,6,12.0,23.0,1945.0,22.6,27.5,34.7,5118.28,oil
2337,2007.0,8.0,education,439.0,1,19.0,6.0,1989.0,23.5,29.3,36.9,2711.97,oil
2338,2014.0,1.0,office,435.0,6,117.0,9.0,1990.0,7.5,16.1,21.1,4849.12,oil
2339,2005.0,11.0,,,2,12.0,5.0,2009.0,14.3,18.8,24.7,2388.85,elec
2340,2007.0,5.0,residential,982.0,8,55.0,28.0,1959.0,24.7,29.1,35.4,12151.47,gas
2341,2013.0,2.0,residential,880.0,5,12.0,,2000.0,16.4,20.0,29.3,5485.9,gas
2342,2005.0,6.0,factory,379.0,2,117.0,1.0,1973.0,24.1,29.8,35.5,350.2,elec
2343,2014.0,10.0,commercial,360.0,3,12.0,3.0,1948.0,16.1,23.2,30.3,1603.55,oil
2344,2005.0,6.0,commercial,476.0,7,37.0,4.0,2003.0,25.0,30.4,37.4,2090.63,gas
2345,2009.0,10.0,office,430.0,6,55.0,14.0,2001.0,17.5,24.0,32.4,4478.88,gas
2346,2011.0,11.0,education,525.0,8,117.0,1.0,1993.0,10.7,18.4,25.4,783.92,elec
2347,2011.0,1.0,education,388.0,4,172.0,2.0,1936.0,7.9,15.3,22.1,1095.09,elec
2348,2013.0,1.0,commercial,476.0,7,37.0,4.0,2003.0,11.7,15.6,20.4,4759.09,oil
2349,2011.0,2.0,commercial,854.0,4,,1.0,1936.0,12.0,19.9,27.8,852.46,gas
2350,2014.0,1.0,education,1114.0,4,51.0,4.0,,8.9,15.7,20.8,3481.03,gas
2351,2014.0,7.0,office,549.0,8,19.0,3.0,1972.0,24.1,30.4,36.7,1605.82,oil
2352,2012.0,9.0,education,1862.0,8,19.0,6.0,1945.0,17.8,26.8,31.9,15165.32,elec
2353,2005.0,3.0,education,243.0,8,19.0,6.0,1991.0,15.1,23.3,31.7,1745.98,oil
2354,,4.0,residential,924.0,7,203.0,25.0,1931.0,20.5,27.3,36.9,19256.74,oil
2355,2010.0,1.0,education,156.0,3,-7.0,3.0,1978.0,9.5,14.5,19.7,679.31,elec
2356,2008.0,7.0,commercial,378.0,3,117.0,5.0,1922.0,27.4,31.0,35.3,,oil
2357,2006.0,2.0,education,243.0,8,19.0,6.0,1991.0,11.6,19.6,,1763.72,oil
2358,2014.0,3.0,office,529.0,2,117.0,26.0,1989.0,17.4,23.4,27.7,9849.24,gas
2359,2011.0,2.0,commercial,1105.0,7,117.0,,1966.0,14.2,19.8,24.6,14971.33,oil
2360,2008.0,4.0,commercial,1231.0,5,55.0,5.0,1935.0,21.6,26.9,34.4,5847.5,oil
2361,2006.0,,,,8,12.0,3.0,1924.0,12.1,19.0,22.6,2858.77,elec
2362,2009.0,12.0,,529.0,1,55.0,4.0,1974.0,7.1,15.4,24.5,3981.47,elec
2363,2014.0,7.0,,741.0,2,55.0,9.0,2004.0,22.3,29.5,36.6,3866.02,gas
2364,2010.0,1.0,education,222.0,4,117.0,2.0,1982.0,5.3,15.1,23.4,363.37,gas
2365,2014.0,6.0,office,582.0,4,37.0,3.0,1975.0,23.0,30.0,,1028.39,gas
2366,2013.0,9.0,commercial,912.0,6,172.0,6.0,1951.0,20.1,27.0,34.3,5937.12,gas
2367,2005.0,5.0,education,581.0,7,337.0,5.0,1984.0,22.7,28.8,34.4,3568.79,oil
2368,2014.0,11.0,commercial,813.0,3,12.0,4.0,1961.0,13.7,19.5,24.7,279.45,gas
2369,2006.0,,factory,833.0,2,117.0,4.0,1935.0,23.4,29.1,36.4,2358.56,oil
2370,2010.0,,residential,464.0,3,12.0,3.0,2001.0,17.6,23.3,,1024.93,oil
2371,2005.0,8.0,office,,1,19.0,15.0,1934.0,21.2,28.1,35.5,7031.7,oil
2372,2013.0,3.0,office,1266.0,6,37.0,29.0,1952.0,14.4,23.4,30.5,43175.66,elec
2373,2011.0,8.0,education,594.0,8,203.0,3.0,1936.0,23.6,29.1,35.9,906.85,gas
2374,2005.0,2.0,commercial,551.0,1,203.0,3.0,1927.0,11.8,18.9,29.1,1732.53,gas
2375,2006.0,8.0,office,1218.0,5,172.0,23.0,1959.0,24.2,30.0,36.0,29979.46,elec
2376,2009.0,2.0,commercial,622.0,3,51.0,1.0,1966.0,12.7,19.3,25.6,48.59,gas
2377,2006.0,8.0,residential,1186.0,3,117.0,5.0,1999.0,24.1,29.0,33.3,327.59,gas
2378,2008.0,3.0,commercial,323.0,1,117.0,5.0,1927.0,17.0,24.2,30.8,,oil
2379,2008.0,9.0,commercial,501.0,8,117.0,6.0,,18.4,26.4,34.1,4106.31,oil
2380,2006.0,6.0,commercial,529.0,8,117.0,2.0,1938.0,25.0,29.7,35.8,1675.53,elec
2381,2012.0,11.0,commercial,1029.0,5,117.0,4.0,1956.0,9.9,19.4,25.1,5939.59,gas
2382,2011.0,7.0,office,813.0,8,-7.0,20.0,2000.0,23.0,30.9,36.3,7621.39,gas
2383,2010.0,9.0,,,6,37.0,5.0,1936.0,19.0,26.1,33.3,1726.06,oil
2384,2008.0,6.0,office,582.0,4,37.0,3.0,1975.0,24.9,30.2,35.0,1358.48,oil
2385,2005.0,11.0,commercial,301.0,7,12.0,2.0,1920.0,8.4,18.8,24.9,1317.48,oil
2386,2012.0,11.0,commercial,1128.0,6,172.0,1.0,2008.0,9.5,19.6,26.5,2085.52,oil
