sample,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,kind
831,7.4,0.17,1.6,5.5,0.037,110,161,mediu,3.05,0.62,11.5,4,white
832,7.3,0.3,2.72,2.7,0.044,190,108,lo,3.36,0.53,12.8,8,white
833,6.9,0.25,2.04,1.3,0.035,147,82,lo,3.18,0.44,12.2,6,white
834,7.3,0.205,1.86,1.7,0.06,154,110,hig,3.72,0.69,10.5,6,white
835,7.5,0.42,2.72,4.3,0.04,194,108,lo,3.14,0.45,12.8,8,white
836,7.3,0.25,2.88,2.1,0.034,190,177,lo,3.25,0.4,11.9,8,white
837,7.3,0.25,2.88,2.1,0.034,188,177,,3.25,0.4,11.9,8,white
838,7.3,0.25,2.88,2.1,0.034,190,177,lo,3.25,0.4,11.9,8,white
839,7.5,0.34,2.45,6,0.034,150,126,mediu,3.16,0.39,12,7,white
840,7.6,0.33,2.45,6.3,0.036,150,126,mediu,3.16,0.39,12,7,white
841,8.7,0.23,2.24,13.4,0.044,171,169,very hig,3.12,0.47,8.8,7,white
842,8.7,0.23,2.24,13.4,0.044,175,169,very hig,3.12,0.47,8.8,7,white
843,6.9,0.19,2.45,1.7,0.036,177,101,mediu,3.21,0.54,10.8,7,white
844,7.3,0.21,2.32,1.6,0.034,189,118,lo,3.3,0.5,11,8,white
845,7.3,0.21,2.32,1.6,0.034,187,118,lo,3.3,0.5,11,8,white
846,6.6,0.22,1.85,15.4,0.035,162,153,very hig,3.02,0.4,9.3,5,white
847,9.2,0.34,1.35,1.2,0.026,117,73,lo,3.08,0.39,10.8,5,white
848,8.7,0.23,2.24,13.4,0.044,171,169,very hig,3.12,0.47,8.8,7,white
849,6,0.2,1.44,1.8,0.03,156,105,lo,3.31,0.47,11.5,6,white
850,6.9,0.19,2.45,1.7,0.036,173,101,mediu,3.21,0.54,,7,white
851,8.2,0.38,2.45,13.6,0.042,158,166,very hig,3.1,0.54,,5,white
852,6.9,0.18,2.52,1.3,0.036,182,117,mediu,3.27,0.95,9.5,7,white
853,7.7,0.34,2.9,11.1,0.039,139,151,very hig,3.06,0.49,8.6,5,white
854,6.9,0.18,2.52,1.3,0.036,174,117,mediu,3.27,0.95,9.5,7,white
855,7.4,0.2,2.45,2.1,0.038,170,116,hig,3.49,0.77,10.3,7,white
856,8.2,0.38,2.45,13.6,0.042,160,166,very hig,3.1,0.54,9.4,5,white
857,8.2,0.4,2.4,13.7,0.042,159,169,very hig,3.1,0.52,9.4,5,white
858,6.7,0.22,2.73,10.2,0.038,198,149,very hig,3.17,0.54,10,7,white
859,6.6,0.3,1.5,4.8,0.17,162,166,mediu,3.18,0.47,9.4,5,white
860,8.1,0.27,2.8,1.7,0.03,200,103,mediu,3.22,0.63,10.4,8,white
861,7.3,0.25,2.94,14.2,0.041,197,182,very hig,3.29,0.75,9.1,7,white
862,4.8,0.34,0,6.5,0.028,155,163,mediu,3.36,0.61,9.9,6,white
863,6.2,0.28,1.98,1.7,0.029,144,111,lo,3.24,0.5,12.1,6,white
864,4.8,0.33,0,6.5,0.028,134,163,mediu,3.35,0.61,9.9,5,white
865,6.1,0.27,1.98,2.2,0.021,148,117,lo,3.12,0.3,12.5,6,white
866,6.9,0.18,2.52,1.3,0.036,178,117,mediu,3.27,0.95,9.5,7,white
867,7.8,0.18,3.68,12.6,0.042,205,143,,3.24,0.76,8.5,8,white
868,7.3,0.28,2.94,14.4,0.04,185,173,very hig,3.28,0.82,9,7,white
869,7.3,0.24,1.74,1.2,0.037,155,97,,3.19,0.7,10.1,6,white
870,6,0.45,3.25,9.7,0.08,113,159,hig,3.04,0.48,9.4,5,white
871,7.7,0.34,2.9,11.1,0.039,135,151,very hig,3.06,0.49,8.6,5,white
872,6.3,0.26,1.26,4,0.03,144,125,lo,3.06,0.34,10.7,6,white
873,10.3,0.17,1.41,1.4,0.037,69,33,mediu,2.89,0.28,9.6,3,white
874,7.7,0.15,1.45,1.3,0.029,106,64,mediu,3.35,0.39,10.1,5,white
875,7.1,0.21,2.24,2.2,0.037,168,141,mediu,3.2,0.57,10,7,white
876,6.9,0.36,3.06,4.2,0.018,241,119,lo,3.28,0.36,12.7,9,white
877,6,0.28,2.04,1.6,0.119,155,104,lo,3.19,0.38,10.2,6,white
878,6.2,0.16,3.24,1.4,0.126,155,110,,3.23,0.37,8.9,6,white
879,6.9,0.12,2.88,2.2,0.037,176,111,lo,3.41,0.82,11.9,8,white
880,7.1,0.21,2.24,2.2,0.037,170,141,mediu,3.2,0.57,10,7,white
881,8.8,0.36,2.64,1.9,0.04,127,121,hig,3.19,0.48,9.9,6,white
882,7.4,0.26,2.58,6,0.022,140,125,mediu,3.13,0.55,11.5,6,white
883,7.4,0.26,2.58,6,0.022,138,125,mediu,3.13,0.55,11.5,6,white
884,6.8,0.23,1.74,12.2,0.035,158,236,very hig,3.35,0.52,9.8,6,white
885,6.1,0.34,1.89,2.6,0.024,160,105,lo,3.4,0.67,12.2,7,white
886,7.3,0.26,1.86,1.6,0.04,,173,lo,3.19,0.51,11.4,6,white
887,6.5,0.3,2.24,2,0.044,174,90,lo,3.37,0.68,11,7,white
888,7.3,0.26,1.86,1.6,0.04,157,173,lo,3.19,0.51,11.4,6,white
889,6.5,0.3,2.24,2,0.044,174,90,lo,3.37,0.68,11,7,white
890,5,0.31,0,6.4,0.046,165,166,,3.3,0.63,9.9,6,white
891,5.8,0.26,1.26,1.2,0.031,180,114,lo,3.42,0.4,11,7,white
892,5.9,0.26,1.5,1,0.036,140,114,mediu,3.58,0.48,9.4,5,white
893,7,0.31,2.03,1.4,0.037,175,128,,3.12,0.36,12.2,7,white
894,5.8,0.26,1.26,1.2,0.031,176,114,lo,3.42,0.4,11,7,white
895,5.6,0.19,2.34,1.1,0.043,141,67,,3.23,0.53,10.3,6,white
896,6.8,0.18,1.68,8.7,0.047,176,242,hig,3.22,0.53,10.5,6,white
897,7,0.29,1.56,1.6,0.044,128,87,lo,3.08,0.46,10.5,6,white
898,6.6,0.26,1.74,1.4,0.039,133,67,lo,3.05,0.49,10.9,6,white
899,6.8,0.18,1.68,8.5,0.047,170,242,hig,3.22,0.53,10.5,6,white
900,6.6,0.2,2.66,7.9,0.052,172,145,mediu,3.32,0.56,11,7,white
901,8,0.29,1.74,13.2,0.046,144,113,very hig,3.25,0.37,9.7,6,white
902,6.1,0.28,1.75,12.8,0.048,161,229,very hig,3.08,0.4,8.9,5,white
903,5.9,0.31,1.8,7.7,0.047,184,206,hig,3.2,0.39,9.6,6,white
904,6.9,0.21,2.24,2.4,0.056,211,159,mediu,3.02,0.47,8.8,8,white
905,8.4,0.19,1.68,1.6,0.047,87,101,mediu,3.06,0.65,11.1,4,white
906,8.3,0.27,1.8,1.3,0.048,90,72,mediu,3.08,0.61,10.3,4,white
907,7.1,0.25,3.12,2.1,0.036,184,124,lo,3.28,0.43,12.2,8,white
908,8,0.23,1.48,9.6,0.054,,159,,3.32,0.47,9.8,4,white
909,7.5,0.24,1.55,13,0.049,150,217,very hig,3.08,0.53,8.8,5,white
910,6.3,0.33,1,5.8,0.04,120,144,mediu,3.15,0.63,9.9,5,white
911,6.2,0.33,0.95,5.6,0.042,122,143,mediu,3.15,0.63,9.9,5,white
912,6.3,0.34,0.95,5.8,0.041,120,145,mediu,3.15,0.63,,5,white
913,5.8,0.29,0.25,0.8,0.038,115,30,mediu,3.36,0.35,9.2,5,white
914,8,0.32,1.04,1.2,0.05,87.5,88,mediu,3.24,0.37,9.5,4,white
915,5.6,0.29,0.25,0.8,0.038,109,30,mediu,3.36,0.35,9.2,5,white
916,7.4,0.13,2.73,4.7,0.042,180,137,hig,3.36,0.56,10.3,7,white
917,7.7,0.3,1.92,1.6,0.037,147,124,lo,2.93,0.33,11,6,white
918,7,0.24,2.04,1.4,0.031,149,107,lo,3.06,0.39,11.9,6,white
919,8.6,0.18,2.8,1.1,0.04,162,107,lo,2.94,0.32,10.2,7,white
920,7,0.11,2.24,4.6,0.057,197,144,hig,3.55,0.44,9.4,7,white
921,7.7,0.32,3.72,10.6,0.036,178,153,very hig,3.13,0.44,8.9,6,white
922,7.7,0.32,3.72,10.6,0.036,174,153,very hig,3.13,0.44,8.9,6,white
923,6.5,0.26,1.62,12.9,0.044,191,215,hig,3.17,0.43,10,6,white
924,7.9,0.28,3.28,2,0.044,212,152,mediu,3.45,0.49,10.7,8,white
925,6.3,0.27,1.15,2.9,0.047,,100,mediu,3.28,0.43,9.8,5,white
926,5.4,0.595,0.5,2.8,0.042,126,80,mediu,3.36,0.38,9.3,5,white
927,6.7,0.25,2.31,2.9,0.057,196,173,mediu,3.02,0.48,9.5,7,white
928,6.5,0.25,1.75,12,0.055,149,179,very hig,3.58,0.47,10,5,white
929,6.1,0.36,2.9,15,0.044,142,115,,3.15,0.51,,5,white
930,7.7,0.17,3.64,5.9,0.017,157,84,mediu,3.14,0.4,11.9,7,white
931,6.4,0.26,2.15,12.6,0.033,158,230,very hig,3.08,0.38,8.9,5,white
932,6.5,0.26,1.68,12.5,0.046,204,225,hig,3.18,0.41,10,6,white
933,5.9,0.29,1.65,7.4,0.037,162,205,hig,3.26,0.41,9.6,5,white
934,6.2,0.28,2.15,13,0.039,172,233,very hig,3.08,0.38,8.9,5,white
935,6.1,0.27,2.2,6.7,0.041,165,230,,3.12,0.4,8.9,5,white
936,6.4,0.43,1.6,1.4,0.048,110,67,lo,3.08,0.41,11.4,5,white
937,6.1,0.36,2.9,15,0.044,144,115,,3.15,0.51,9,5,white
938,6.2,0.35,1.74,7.3,0.044,,244,hig,3.36,0.55,10,6,white
939,7.7,0.24,2.03,15.3,0.044,175,194,,3.06,0.47,9.6,7,white
940,6.2,0.34,1.4,7.5,0.034,140,197,mediu,3.14,0.6,9.7,5,white
941,6.3,0.27,2.76,11.75,0.037,179,212,very hig,3.25,0.53,9.5,6,white
942,5.4,0.415,1.33,1.6,0.039,165,88,mediu,3.54,0.41,10,7,white
943,6.9,0.48,2.52,3.5,0.03,169,135,lo,3.14,0.38,,7,white
944,6.5,0.18,2.31,8,0.051,156,131,hig,,0.44,8.7,7,white
945,6.7,0.15,2.03,5,0.058,168,105,,3.52,0.44,10.2,7,white
946,8.2,0.345,5,18.2,0.047,161,205,,2.96,0.43,9.6,5,white
947,8.5,0.16,1.75,1.6,0.039,126,147,mediu,2.96,0.36,10,5,white
948,6.8,0.705,1,3.2,0.048,86,57,hig,3.36,0.52,9.5,4,white
949,7.3,0.25,1.95,6.4,0.034,108,84,mediu,3.18,0.46,,5,white
950,7.6,0.345,1.3,1.9,0.043,117,134,mediu,3.08,0.38,9.5,5,white
951,7.6,0.22,2.04,9.7,0.035,148,143,hig,3.08,0.49,9.8,6,white
952,6.5,0.17,1.98,1.4,0.028,136,99,mediu,3.23,0.55,10.1,6,white
953,8.2,0.23,1.85,1.3,0.042,145,117,mediu,2.99,0.36,,5,white
954,7.6,0.22,2.04,9.7,0.035,142,143,hig,3.08,0.49,9.8,6,white
955,7.6,0.345,1.3,1.9,0.043,115,134,,3.08,0.38,9.5,5,white
956,7.5,0.32,1.3,1.8,0.042,109,133,mediu,3.07,0.38,9.5,5,white
957,6.6,0.23,2.24,0.9,0.041,169,79,mediu,3.39,0.54,10.2,7,white
958,6.6,0.2,2.24,1.1,0.039,167,78,mediu,3.39,0.54,10.2,7,white
959,7.3,0.24,2.04,15.4,0.05,154,174,very hig,3.03,0.42,9,6,white
960,7.3,0.24,2.04,15.4,0.05,160,174,very hig,3.03,0.42,9,6,white
961,8,0.42,2.52,5,0.037,176,101,lo,3.13,0.57,12.3,7,white
962,7.3,0.24,2.04,15.4,0.05,160,174,very hig,3.03,0.42,9,6,white
963,6.1,0.19,1.5,4,0.023,145,112,lo,3.37,0.51,11.6,6,white
964,5.9,0.26,1.26,12.5,0.034,156,152,very hig,3.28,0.43,9.5,6,white
965,8.3,0.23,2.15,3.2,0.035,114,101,,3.15,0.36,,5,white
966,6.5,0.34,1.68,1.8,0.041,161,188,mediu,3.13,0.37,9.6,6,white
967,6.8,0.22,2.1,17.5,0.039,160,153,very hig,3.24,0.42,9,6,white
968,6.5,0.08,2.31,1.9,0.028,165,93,,3.34,0.7,12,7,white
969,5.5,0.42,0.63,1.6,0.019,158,68,lo,,0.51,11.4,7,white
970,5.1,0.42,0.07,1.5,0.017,161,102,lo,3.38,0.36,12.3,7,white
971,6,0.27,1.33,1.7,0.02,166,110,lo,3.32,0.47,12.6,7,white
972,6.8,0.22,2.1,17.5,0.039,154,153,very hig,3.24,0.42,9,6,white
973,6.5,0.08,2.31,1.9,0.028,163,93,,3.34,0.7,12,7,white
974,7.1,0.13,2.28,1.8,0.046,128,114,mediu,3.32,0.9,11.7,6,white
975,7.6,0.3,1.25,4.3,0.054,126,111,hig,3.12,0.49,9.2,5,white
976,6.6,0.13,1.8,4.9,0.058,165,131,mediu,3.51,0.45,10.3,6,white
977,6.5,0.14,1.65,7.6,0.05,151,189,hig,3.25,0.49,8.6,5,white
978,7.7,0.28,2.31,6.7,0.037,174,155,hig,3.39,0.62,10.7,7,white
979,6,0.2,3.55,1.6,0.15,106,54,mediu,3.12,0.47,9.8,5,white
980,6,0.19,4.26,1.5,0.152,133,55,mediu,3.12,0.46,,6,white
981,7.7,0.28,2.31,6.7,0.037,174,155,hig,3.39,0.62,10.7,7,white
982,5.1,0.39,1.26,1.7,0.027,131,72,lo,3.5,0.45,12.5,6,white
983,5.7,0.36,2.04,4.2,0.026,143,77,lo,3.41,0.45,11.9,6,white
984,6.9,0.19,1.65,1.6,0.043,,149,,3.44,0.52,10.8,5,white
985,6,0.41,1.26,1.9,0.05,149,122,mediu,3.42,0.52,10.5,6,white
986,7.4,0.28,1.8,5.3,0.054,166,161,mediu,3.12,0.48,10.3,6,white
987,7.4,0.3,1.8,5.2,0.053,165,163,mediu,3.12,0.45,10.3,6,white
988,6.9,0.19,1.65,1.6,0.043,163,149,mediu,3.44,0.52,10.8,5,white
989,7.7,0.28,2.73,8.9,0.036,,117,,3.06,0.38,12,7,white
990,8.6,0.16,2.28,3.4,0.04,163,143,mediu,2.95,0.39,10.2,6,white
991,8.2,0.26,1.76,1.3,0.046,81,69,mediu,3.14,0.62,,4,white
992,6.5,0.25,1.35,15.2,0.049,173,217,very hig,3.19,0.39,9.9,5,white
993,7,0.24,0.72,1.3,0.046,,62,mediu,3.38,0.47,10.1,4,white
994,8.6,0.18,2.16,1.8,0.04,144,187,hig,3.25,0.55,9.5,6,white
995,7.8,0.27,2.04,1.6,0.046,149,154,mediu,3.05,0.45,10.5,6,white
996,6,0.26,1.7,1.3,0.046,108,29,mediu,3.29,0.63,,5,
997,6.1,0.24,1.62,9.8,0.062,155,152,hig,3.31,0.47,9.5,6,white
998,8,0.24,1.8,17.45,0.056,165,184,very hig,3.05,0.5,9.2,6,white
999,7.6,0.21,4.2,2.1,0.046,187,165,mediu,3.05,0.54,10.1,7,white
1000,8,0.19,2.52,1.8,0.05,154,84,mediu,3.15,0.45,9.8,7,white
1001,6.4,0.28,2.05,6.8,0.045,161,216,hig,3.09,0.46,9.4,5,white
1002,6.4,0.28,2.58,7.1,0.045,180,221,hig,3.09,0.45,9.4,6,white
1003,6.9,0.24,2.73,1.3,0.063,162,136,mediu,3.31,0.48,10.4,7,white
1004,5.8,0.36,1.56,3.3,0.038,158,153,lo,3.34,0.55,11.3,6,white
1005,6.6,0.18,1.68,3.3,0.044,144,91,mediu,3.42,0.64,10.8,6,white
1006,5.8,0.36,1.56,3.3,0.038,160,153,lo,3.34,0.55,11.3,6,white
1007,5.1,0.52,0.3,2.7,0.052,134,79,mediu,3.32,0.43,,5,white
1008,6.6,0.22,2.59,1.2,0.059,189,199,mediu,3.37,0.55,10.3,7,white
1009,8.3,0.15,2.34,1.3,0.055,154,146,mediu,3.08,0.39,10.5,6,white
1010,7.6,0.16,2.64,1.4,0.043,143,109,mediu,3.11,0.75,,6,white
1011,7.7,0.16,2.87,1.7,0.048,196,173,mediu,3.24,0.66,11.2,7,white
1012,8.3,0.16,2.88,1.7,0.057,147,98,mediu,3.15,0.41,10.3,6,white
1013,6.2,0.25,2.35,11.6,0.048,168,210,hig,3.19,0.5,9.5,5,white
1014,6.1,0.16,1.35,12.6,0.064,159,162,very hig,3.66,0.43,8.9,5,white
1015,7.6,0.39,1.1,2.8,0.036,119,113,mediu,3.03,0.29,10.2,5,white
1016,6.8,0.37,2.35,11.2,0.071,142,136,hig,2.98,0.88,9.2,5,white
1017,7.6,0.16,2.64,1.4,0.043,147,109,mediu,3.11,0.75,10.3,6,white
1018,7.1,0.18,2.52,1.4,0.045,171,157,lo,2.95,0.31,10.5,6,white
1019,8.3,0.14,1.56,1.5,0.049,174,189,mediu,3.21,0.62,9.5,6,white
1020,8.6,0.2,2.94,1.5,0.041,,125,mediu,3.11,0.49,11.4,7,white
1021,8.6,0.2,2.94,1.5,0.041,177,125,,3.11,0.49,,7,white
1022,6.8,0.19,2.56,7.05,0.019,214,188,mediu,3.25,0.37,,8,white
1023,7.6,0.19,2.28,10.6,0.06,166,174,hig,3.13,0.38,10.5,6,white
1024,6.8,0.34,4.44,2.8,0.088,141,185,mediu,3.51,0.7,,6,white
1025,6.2,0.15,2.76,1.6,0.039,158,123,mediu,3.38,0.51,9.7,6,white
1026,6.6,0.14,2.64,1.6,0.042,163,140,,3.32,0.51,10.2,6,white
1027,8,0.55,0.68,8.2,0.04,95,60,hig,3.09,0.3,,4,white
1028,7,0.24,2.45,1.5,0.052,191,128,mediu,3.41,0.59,,7,white
1029,6.3,0.6,1.76,11,0.05,130,245,very hig,3.19,0.57,9.3,4,white
1030,7.1,0.2,2.46,2.1,0.054,140,166,mediu,3.48,0.62,10.5,6,white
1031,6.2,0.34,1.74,7.6,0.047,165,232,hig,,0.62,10,6,white
1032,7.1,0.3,2.16,6.8,0.055,164.5,234,very hig,3.49,0.64,10.2,6,white
1033,7.1,0.3,2.16,6.8,0.055,164.5,234,very hig,3.49,0.64,10.2,6,white
1034,7.9,0.64,1.38,10.6,0.244,91,227,very hig,2.87,0.74,9.1,3,white
1035,8.8,0.17,2.28,1.8,0.04,161,148,,3.16,0.67,,6,white
1036,7.5,0.17,1.85,1.5,0.06,116,75,mediu,3.54,0.88,10.7,5,white
1037,7.1,0.47,1.2,6,0.044,113,77,hig,3.21,0.56,,5,white
1038,7.1,0.15,2.38,5.3,0.034,169,104,hig,3.37,0.52,9.3,7,white
1039,7.5,0.17,1.7,1.4,0.035,117,102,,3.05,0.74,11,5,white
1040,8.2,0.68,1.2,2.1,0.047,99,138,hig,3.22,0.71,,4,white
1041,7.7,0.275,1.5,1,0.039,121,75,lo,3.01,0.56,10.7,5,white
1042,7.3,0.49,1.28,5.2,0.043,100,104,hig,3.24,0.45,10.7,4,
1043,7.5,0.33,2.4,19.45,0.048,153,243,very hig,2.95,0.4,8.8,5,
1044,7.2,0.21,2.59,1.6,0.049,161,94,,3.16,0.48,10.9,7,white
1045,7.3,0.15,2,2,0.05,126,92,mediu,3.14,0.45,10.5,5,white
1046,6.5,0.19,0.5,1.3,0.046,125,107,mediu,3.29,0.45,,5,white
1047,7,0.31,2.6,1.7,0.029,103,61,lo,3.07,0.43,10.4,5,white
1048,8.3,0.4,1.9,1.1,0.038,115,75,mediu,3.03,0.43,9.2,5,
1049,6.1,0.37,2.16,4.7,0.035,154,116,lo,3.31,0.62,12.6,6,white
1050,7.3,0.24,1.7,7.5,0.048,129,152,,3.1,0.54,,5,white
1051,6.9,0.21,4.86,1.1,0.137,170,123,mediu,3.03,0.39,9.2,6,white
1052,7.6,0.29,2.1,1.3,0.035,114,86,lo,2.99,0.39,11.3,5,white
1053,9.4,0.29,2.2,2.2,0.05,95,119,hig,3.12,0.69,10.3,4,white
1054,7,0.31,2.6,1.7,0.029,109,61,lo,3.07,0.43,10.4,5,white
1055,8.6,0.26,2.05,2.2,0.049,131,111,mediu,2.96,0.44,10,5,white
1056,7.5,0.21,2.04,1.2,0.06,148,111,mediu,3.51,0.47,10.7,6,white
1057,7.2,0.51,1.2,10,0.093,133,197,very hig,3.41,0.47,9,5,white
1058,7.5,0.21,2.04,1.2,0.06,146,111,mediu,3.51,0.47,10.7,6,white
1059,5.3,0.3,0.8,1.1,0.077,128,166,mediu,3.3,0.54,8.7,4,white
1060,8,0.26,2.52,2,0.054,166,121,lo,3.09,0.72,11.6,7,white
1061,7,0.21,1.4,7.5,0.07,143,185,hig,3.34,0.55,,5,white
1062,6.7,0.26,1.3,4,0.079,133.5,216,hig,3.31,0.68,9.5,5,white
1063,6.7,0.26,1.3,4.1,0.073,,202,hig,3.3,0.67,9.5,5,white
1064,8.1,0.26,2.22,1.9,0.072,172,159,hig,3.37,0.7,10.9,6,white
1065,8.3,0.22,1.9,14.8,0.054,130,126,very hig,3.22,0.5,9.7,5,white
1066,6.4,0.3,3.06,5.5,0.048,182,172,mediu,3.08,0.45,9.1,6,white
1067,7.5,0.19,2.38,2.6,0.037,173,125,lo,3.1,0.49,11.1,7,white
1068,8.8,0.33,3.08,6.35,0.024,151,87,lo,2.96,0.4,12.6,7,white
1069,6.9,0.2,2.16,1.5,0.031,158,147,mediu,3.35,0.56,11,6,white
1070,8,0.37,2.24,1.6,0.04,172,166,lo,3,0.55,11.3,7,white
1071,8.3,0.22,1.9,14.8,0.054,128,126,very hig,3.22,0.5,9.7,5,white
1072,8.2,0.29,2.31,9.1,0.036,166,118,hig,2.96,0.4,10.9,7,white
1073,7.7,0.34,1.5,8,0.048,123,192,hig,2.97,0.47,10.9,5,white
1074,6.2,0.55,2.7,12,0.049,141,186,very hig,3.17,0.5,9.3,6,white
1075,6.4,0.4,1.33,3.2,0.033,168,124,lo,3.22,0.54,12.7,7,white
1076,7.5,0.28,1.98,7.7,0.048,162,180,,3.37,0.59,10.1,6,white
1077,7.8,0.26,2.2,1.3,0.037,141,132,mediu,3.18,0.65,,5,white
1078,6.5,0.26,1.7,16.3,0.051,154,197,very hig,3.49,0.42,9.8,5,white
1079,6.3,0.34,1.74,6.2,0.046,151,227,hig,3.29,0.53,10.1,6,white
1080,6.8,0.15,2.31,4.7,0.059,169,118,hig,3.43,0.39,9,7,white
1081,6.3,0.27,1.5,5.8,0.038,170,155,hig,3.28,0.38,9.4,6,white
1082,6.3,0.27,1.5,5.8,0.038,174,155,hig,3.28,0.38,9.4,6,white
1083,7.4,0.2,2.22,16.95,0.048,165,190,very hig,3.03,0.42,9.2,6,white
1084,6.3,0.23,1.47,5.1,0.035,173,142,mediu,3.36,0.33,10.1,7,white
1085,7.3,0.31,3.45,10.2,0.041,160,160,very hig,3.06,0.45,8.6,5,white
1086,5.2,0.24,3.6,3.8,0.027,177,128,lo,3.55,0.49,11.2,8,white
1087,7,0.24,2.56,1.3,0.037,197,123,lo,3.17,0.42,11.2,8,white
1088,7.4,0.2,2.22,16.95,0.048,165,190,very hig,3.03,0.42,9.2,6,white
1089,7,0.17,2.31,4,0.034,161,127,mediu,3.19,0.39,10.6,7,white
1090,8.3,0.21,3.48,17.1,0.049,184,213,very hig,3.01,0.51,9.3,6,white
1091,7.2,0.21,2.1,14.5,0.048,155,178,very hig,3.05,0.47,8.9,6,
1092,7.1,0.21,2.4,1.2,0.069,148,156,mediu,3.42,0.43,10.6,6,white
1093,8.4,0.17,2.17,6.7,0.038,171,132,mediu,3.1,0.32,10.6,7,white
1094,7.4,0.24,1.55,8.4,0.045,154,183,hig,3.09,0.32,,5,white
1095,5.3,0.24,2.64,1.3,0.033,191,97,lo,3.59,0.38,11,8,white
1096,6.5,0.28,1.56,8.8,0.04,164,139,hig,3.32,0.37,10.2,6,white
1097,6.3,0.23,1.47,5.1,0.035,171,142,mediu,3.36,0.33,10.1,7,white
1098,6.5,0.29,1.5,10.6,0.039,154,120,hig,3.31,0.34,10.1,6,white
1099,5.8,0.29,1.47,2.6,0.025,154,120,lo,3.39,0.79,14,7,white
1100,6.3,0.27,1.5,5.8,0.038,170,155,hig,3.28,0.38,9.4,6,white
1101,6.3,0.17,2.52,2.8,0.028,167,107,,3.27,0.43,11.8,6,white
1102,6.3,0.16,2,1.6,0.033,155,148,lo,3.44,0.53,11.4,5,white
1103,7.9,0.29,1.95,6.7,0.036,104,117,mediu,3.12,0.42,,5,white
1104,7.3,0.31,3.45,10.2,0.041,160,160,,3.06,0.45,8.6,5,white
1105,5.5,0.32,3.15,4.9,0.028,165,191,lo,3.51,0.49,11.5,7,white
1106,5.2,0.24,3.6,3.8,0.027,181,128,lo,3.55,0.49,11.2,8,white
1107,7.2,0.37,1.05,2,0.029,169,87,lo,3.3,0.59,12.6,7,white
1108,6.1,0.29,1.89,1.7,0.024,153,76,,3.21,0.51,,7,white
1109,9.2,0.22,1.6,2.4,0.054,98,151,hig,3.04,0.46,9.3,4,white
1110,7.2,0.37,1.05,2,0.029,167,87,lo,3.3,0.59,12.6,7,white
1111,8,0.18,2.22,1.3,0.04,133,96,lo,3.06,0.61,,6,white
1112,6.5,0.22,2.04,12,0.053,171,177,very hig,3.52,0.44,9.9,6,white
1113,7.4,0.18,2,1.6,0.047,118,102,mediu,3.28,0.44,10.7,5,white
1114,6.5,0.52,0.68,1.4,0.047,81,26,mediu,3.26,0.32,10,4,white
1115,7,0.15,3.04,2.2,0.047,,96,mediu,3.13,0.39,10.4,8,white
1116,5.9,0.415,0.65,1.4,0.04,109,64,,3.29,0.52,10.5,5,white
1117,8.1,0.45,1.7,8.3,0.037,129,216,very hig,3.31,0.64,9.7,5,white
1118,5.8,0.415,0.65,1.4,0.04,109,64,lo,3.29,0.52,10.5,5,white
1119,6.4,0.5,0.8,12.9,0.042,124,138,very hig,3.28,0.33,,5,white
1120,6.7,0.105,1.92,12.4,0.051,156,106,very hig,3.54,0.45,9.2,6,white
1121,6,0.4,1.8,1.6,0.047,152,117,mediu,3.17,0.48,10.1,6,white
1122,6.6,0.25,2.73,1.45,0.04,184,89,lo,3.35,0.4,11.4,7,white
1123,9.8,0.36,2.25,1.6,0.042,107,124,mediu,2.93,0.46,10.8,5,white
1124,9.6,0.23,2,1.5,0.044,115,135,mediu,2.96,0.49,10.9,5,white
1125,6.3,0.55,2.7,13,0.047,153,182,,,0.46,9.2,6,white
1126,6.5,0.115,2.03,1.95,0.038,209,166,lo,3.12,0.25,12.9,7,white
1127,6.4,0.125,2.03,5.85,0.042,168,99,lo,3.23,0.32,12,7,white
1128,5.7,0.1,1.35,1.3,0.047,115,100,mediu,3.27,0.46,9.5,5,white
1129,7.9,0.25,2.03,5.3,0.031,177,117,lo,3.06,0.32,11.8,7,white
1130,6.9,0.2,1.68,1.2,0.048,158,159,mediu,3.19,0.43,9.1,6,white
1131,6.9,0.23,2.04,4,0.047,146,128,mediu,3.2,0.52,9.7,6,white
1132,6.8,0.39,1.55,14.35,0.043,126,162,very hig,3.17,0.54,9.1,5,white
1133,8.7,0.22,2.1,2.3,0.053,123,114,mediu,2.99,0.43,10,5,white
1134,7.4,0.41,1.7,4.7,0.042,125,127,hig,3.25,0.42,10.4,5,white
1135,6.7,0.25,2.04,12.85,0.048,146,161,very hig,3.44,0.47,9.5,6,white
1136,6,0.26,3.36,5.2,0.027,236,178,lo,3.4,0.4,12.3,8,white
1137,6.1,0.31,2.96,8.4,0.031,230,170,mediu,3.42,0.4,11.7,8,white
1138,9.2,0.28,2.3,3.2,0.058,139,133,hig,3.14,0.58,9.5,5,white
1139,9,0.31,2.45,6.9,0.034,126,91,mediu,2.99,0.34,11.5,5,white
1140,8.5,0.16,1.98,1,0.076,137,57,lo,3.14,0.46,10.6,6,white
1141,9.3,0.34,2.45,7.3,0.052,130,146,very hig,3.17,0.61,10.2,5,white
